id_individual,contribution,cont_type,contribution_year,work_area,compensation
24648,3.2699985504,1,1996,1,32.699981689
25160,14.719993591,1,1996,3,147.19995117
25863,1991.9697266,1,1996,1,19919.6875
25868,539.69970703,1,1996,4,5397
25870,18.169998169,1,1996,1,181.69995117
26218,13.839996338,1,1996,1,138.39990234
26328,765.38964844,2,1996,2,7653.8984375
26335,230.69995117,1,1996,4,2307
26463,482.36987305,1,1996,2,4823.6992188
26501,1471.8994141,1,1996,3,14719
26982,108.40997314,1,1996,2,1084.0996094
27284,392.50976563,1,1996,1,3925.0996094
27415,1324.7099609,1,1996,2,13247.09375
27788,981.26953125,1,1996,5,9812.6953125
27950,6817.2265625,1,1996,2,68172.25
28001,564.22998047,1,1996,1,5642.296875
28053,44.409973145,1,1996,1,444.09985352
28167,74.33996582,1,1996,2,743.39990234
28612,367.97998047,1,1996,4,3679.7988281
28908,466.09985352,1,1996,1,4661
29383,1001.4799805,1,1996,1,10014.796875
29530,584.58984375,1,1996,1,5845.8984375
30557,19.38999939,1,1996,1,193.89990234
30708,378.22998047,1,1996,1,3782.2988281
31258,735.94970703,2,1996,1,7359.5
31966,302.36987305,1,1996,3,3023.6992188
31977,1987.0693359,1,1996,3,19870.6875
32240,3954.5097656,1,1996,4,39545.09375
32425,821.60986328,2,1996,2,8216.09375
32743,4957.9882813,1,1996,1,49579.875
32913,23.519989014,1,1996,1,235.19995117
32940,883.13964844,1,1996,1,8831.3984375
32954,218.26989746,1,1996,4,2182.6992188
33080,1471.8994141,1,1996,1,14719
33240,765.38964844,1,1996,2,7653.8984375
33260,2.8399982452,1,1996,1,28.399993896
33785,817.12988281,1,1996,3,8171.296875
33997,3434.4394531,1,1996,3,34344.375
34356,92.16998291,1,1996,2,921.69970703
34501,735.94970703,1,1996,1,7359.5
34842,9.6399993896,1,1996,1,96.399963379
34885,9.8099975586,1,1996,2,98.099975586
35157,1090.3398438,1,1996,1,10903.398438
35262,4268.5195313,1,1996,2,42685.1875
35307,747.30957031,2,1996,1,7473.0976563
35311,419.85986328,1,1996,3,4198.5976563
35440,82.119995117,1,1996,1,821.19970703
35579,109.25994873,1,1996,1,1092.5996094
35722,197.92993164,1,1996,4,1979.2998047
35786,2104.2695313,1,1996,1,21042.6875
36119,168.56994629,1,1996,3,1685.6992188
36975,777.77978516,2,1996,1,7777.796875
37079,4183.296875,1,1996,3,41833
37146,14.189994812,1,1996,3,141.89990234
37214,6817.2265625,1,1996,2,68172.25
37242,63.779998779,1,1996,3,637.79980469
37417,220.78991699,1,1996,3,2207.8984375
37435,18.38999939,1,1996,1,183.89990234
37449,69.399963379,1,1996,3,694
38695,130.22998047,1,1996,3,1302.2998047
38700,5.7299995422,1,1996,2,57.299987793
38787,1581.0791016,2,1996,1,15810.796875
38863,327.03979492,1,1996,2,3270.3984375
39021,0.2399998903,1,1996,1,2.3999996185
39121,6.5999984741,1,1996,1,66
39269,686.88964844,1,1996,1,6868.8984375
39360,8846.125,1,1996,3,88461.25
39648,1471.8994141,1,1996,2,14719
39972,766.63964844,1,1996,2,7666.3984375
40242,1769.6699219,1,1996,1,17696.6875
40625,72.75994873,1,1996,2,727.59960938
40678,555.18994141,1,1996,5,5551.8984375
41139,637.81982422,1,1996,1,6378.1992188
41201,4.9299964905,1,1996,1,49.299987793
41471,363.06982422,1,1996,1,3630.6992188
41668,599.08984375,1,1996,1,5990.8984375
41964,1471.8994141,1,1996,1,14719
42239,102.5199585,1,1996,1,1025.1992188
42343,552.52978516,1,1996,2,5525.296875
42584,196.25,1,1996,2,1962.5
42599,235.5,1,1996,1,2355
42741,2228,2,1996,1,22280
43602,141.12988281,1,1996,3,1411.2998047
43858,1471.8994141,1,1996,3,14719
44339,1635.4492188,1,1996,1,16354.5
44754,1373.1396484,1,1996,2,13731.398438
45029,796.37988281,1,1996,3,7963.796875
45180,269.79980469,1,1996,4,2698
45359,17.829986572,1,1996,1,178.29992676
45721,309.09985352,1,1996,2,3091
45890,14.459999084,2,1996,1,144.59997559
46121,1.6599998474,1,1996,1,16.599990845
46331,53.709991455,1,1996,3,537.09960938
46354,1103.6699219,1,1996,1,11036.695313
46481,100.85998535,1,1996,1,1008.5996094
46557,882.82958984,2,1996,1,8828.296875
46561,5.8899993896,1,1996,2,58.899993896
47346,767.75976563,3,1996,1,7677.5976563
47366,13.399993896,1,1996,4,134
47667,1195.0996094,1,1996,2,11951
47902,34.379974365,1,1996,1,343.79980469
47965,1931.6298828,1,1996,1,19316.296875
48086,2298.46875,1,1996,3,22984.6875
48149,1128.4599609,1,1996,1,11284.59375
48415,258.93994141,1,1996,2,2589.3984375
48460,1132.1894531,2,1996,2,11321.898438
49035,564.22998047,1,1996,3,5642.296875
49288,2943.7988281,1,1996,2,29438
49547,961.12988281,2,1996,1,9611.296875
49549,64.209960938,1,1996,3,642.09960938
49734,1471.8994141,1,1996,1,14719
49869,1575.9091797,1,1996,2,15759.09375
50215,80.949951172,1,1996,3,809.5
50396,490.62988281,1,1996,2,4906.296875
50401,27.579986572,1,1996,2,275.79980469
50516,1512.8896484,1,1996,2,15128.898438
50771,105.78997803,1,1996,1,1057.8994141
51644,993.52978516,1,1996,2,9935.296875
51961,2695.1289063,1,1996,1,26951.296875
51983,10.38999939,1,1996,4,103.89996338
52021,3841.6582031,1,1996,1,38416.59375
52838,58.389984131,1,1996,2,583.89990234
53042,294.37988281,1,1996,2,2943.7988281
53134,1683.859375,2,1996,1,16838.59375
53997,413.16992188,2,1996,3,4131.6992188
54433,1352.5097656,3,1996,5,13525.09375
54559,490.62988281,1,1996,3,4906.296875
54717,490.62988281,1,1996,3,4906.296875
55633,1002.5097656,1,1996,2,10025.09375
56021,67.119995117,1,1996,1,671.19970703
56366,750.66992188,1,1996,2,7506.6992188
56495,6817.2265625,1,1996,1,68172.25
56718,318.90991211,1,1996,2,3189.0996094
56743,6.219997406,1,1996,1,62.199981689
56747,4964.296875,1,1996,1,49643
56790,1116.9394531,2,1996,2,11169.398438
57095,556.84960938,2,1996,3,5568.5
57098,6817.2265625,1,1996,2,68172.25
57909,715.63964844,1,1996,1,7156.3984375
57973,40.549987793,1,1996,2,405.5
58167,647.06982422,1,1996,2,6470.6992188
58611,4273.0273438,1,1996,1,42730.28125
59514,12.269996643,1,1996,2,122.69995117
59579,59.069976807,1,1996,1,590.69970703
59997,126.43994141,1,1996,1,1264.3994141
60529,22.409988403,1,1996,2,224.09997559
60574,199.86999512,1,1996,1,1998.6992188
60780,824.26953125,1,1996,2,8242.6953125
60808,110.38995361,1,1996,3,1103.8994141
61052,3.3799991608,1,1996,1,33.799987793
61165,2453.1699219,1,1996,3,24531.6875
61172,2571.8398438,2,1996,1,25718.390625
61215,2453.1699219,1,1996,2,24531.6875
61374,299.54980469,2,1996,3,2995.5
61404,60.799987793,1,1996,1,608
61654,262.89990234,1,1996,1,2629
62239,768.79980469,2,1996,3,7688
62250,2931.5683594,1,1996,2,29315.6875
62402,2.8299999237,1,1996,1,28.299987793
62413,452.41992188,2,1996,2,4524.1992188
62613,4857.2773438,1,1996,1,48572.78125
62886,249.44995117,2,1996,5,2494.5
62891,7.8499984741,1,1996,2,78.5
63246,2698.4882813,1,1996,2,26984.890625
63661,2162.2890625,1,1996,1,21622.890625
63779,31.399993896,1,1996,1,314
63840,608.01953125,1,1996,1,6080.1992188
64113,463.2199707,2,1996,3,4632.1992188
64142,218.81994629,1,1996,3,2188.1992188
64203,16.609985352,1,1996,2,166.09997559
64237,22.199996948,1,1996,1,222
64608,25.819992065,1,1996,3,258.19995117
64728,6817.2265625,1,1996,1,68172.25
65063,1740.7197266,2,1996,1,17407.1875
65071,495.53979492,2,1996,2,4955.3984375
65079,147.18994141,1,1996,2,1471.8994141
65487,883.13964844,1,1996,5,8831.3984375
65785,623.66992188,2,1996,1,6236.6992188
66105,5.3099975586,1,1996,1,53.099975586
66164,19.129989624,1,1996,3,191.29992676
66843,459.9699707,1,1996,1,4599.6992188
66955,2183.8398438,1,1996,1,21838.390625
67218,10.529998779,1,1996,1,105.29998779
67328,919.93994141,1,1996,4,9199.3984375
67584,3277.4394531,1,1996,3,32774.375
67634,6817.2265625,1,1996,1,68172.25
67720,73.849975586,1,1996,1,738.5
67760,735.94970703,1,1996,2,7359.5
67839,378.2199707,1,1996,1,3782.1992188
67900,5.1599998474,1,1996,1,51.599975586
68257,87.799987793,1,1996,1,878
68268,481.02978516,2,1996,1,4810.296875
68270,1839.8798828,1,1996,1,18398.796875
68541,393.53979492,1,1996,5,3935.3984375
69111,1471.8994141,1,1996,2,14719
69396,11.759994507,1,1996,1,117.59997559
69467,220.0098877,2,1996,2,2200.0996094
69645,408,1,1996,2,4080
70063,977.9296875,1,1996,1,9779.296875
70103,1457.1796875,1,1996,2,14571.796875
70448,42.349975586,2,1996,1,423.5
70466,2466.3398438,1,1996,1,24663.390625
70723,67.039978027,2,1996,4,670.39990234
71161,848.01953125,1,1996,2,8480.1953125
71436,3434.4394531,1,1996,2,34344.375
71499,490.62988281,1,1996,2,4906.296875
71622,426.84985352,1,1996,3,4268.5
71660,68.16998291,1,1996,1,681.69970703
72008,361.51977539,1,1996,4,3615.1992188
72197,1448.75,2,1996,1,14487.5
72201,177.26989746,1,1996,1,1772.6992188
72478,70.75,1,1996,2,707.5
72684,2881.5390625,2,1996,3,28815.390625
72977,305.73999023,1,1996,3,3057.3984375
73145,234.27990723,1,1996,5,2342.7988281
73202,43.409973145,1,1996,3,434.09985352
73597,1260.7294922,1,1996,3,12607.296875
73748,2340.3183594,1,1996,1,23403.1875
73768,262.86987305,1,1996,2,2628.6992188
73776,4235.6875,1,1996,1,42356.875
73960,294.37988281,1,1996,2,2943.7988281
74010,942.21972656,2,1996,1,9422.1953125
74132,94.659973145,1,1996,2,946.59960938
74146,2453.1699219,1,1996,3,24531.6875
74620,5.1599998474,1,1996,1,51.599975586
74852,78.5,1,1996,5,785
75089,122.65997314,1,1996,1,1226.5996094
75109,17.039993286,1,1996,3,170.39990234
75230,556.75,1,1996,1,5567.5
75626,1549.3691406,1,1996,1,15493.695313
75935,6817.2265625,1,1996,1,68172.25
76229,2111.7597656,1,1996,1,21117.59375
76732,49.059997559,1,1996,1,490.59985352
76926,113.5199585,1,1996,3,1135.1992188
77148,4783.6796875,1,1996,1,47836.78125
77348,75.659973145,1,1996,4,756.59960938
77431,4906.3398438,1,1996,1,49063.375
77438,2.5099983215,1,1996,1,25.099990845
77464,1418.7695313,1,1996,2,14187.695313
77630,484.57983398,1,1996,1,4845.796875
77819,4.6599998474,1,1996,1,46.599975586
78170,1873.6796875,2,1996,2,18736.796875
78222,490.62988281,1,1996,5,4906.296875
78641,599.21972656,1,1996,1,5992.1992188
78770,441.97998047,1,1996,1,4419.796875
78971,176.20996094,2,1996,1,1762.0996094
78985,381.34985352,1,1996,1,3813.5
79195,14.769996643,1,1996,2,147.69995117
79358,6817.2265625,1,1996,1,68172.25
79923,490.62988281,1,1996,1,4906.296875
80060,447.76977539,1,1996,2,4477.6992188
80073,1382.5595703,2,1996,2,13825.59375
80210,2943.8085938,1,1996,2,29438.09375
80335,567.41992188,1,1996,2,5674.1992188
80438,397.66992188,1,1996,4,3976.6992188
80829,25.819992065,1,1996,4,258.19995117
80980,1088.1699219,2,1996,5,10881.695313
80984,4902.796875,2,1996,3,49028
81079,981.26953125,1,1996,3,9812.6953125
81370,415.94995117,2,1996,1,4159.5
81418,40.639984131,1,1996,3,406.39990234
81496,466.09985352,1,1996,3,4661
81516,1196.109375,1,1996,2,11961.09375
82544,170.86999512,1,1996,2,1708.6992188
82702,62.829986572,1,1996,2,628.29980469
82831,59.909973145,1,1996,3,599.09960938
83077,1635.4492188,1,1996,5,16354.5
83179,147.18994141,1,1996,3,1471.8994141
83451,96.899963379,1,1996,2,969
83585,613.28955078,1,1996,1,6132.8984375
84189,47.839996338,1,1996,2,478.39990234
84499,62.339996338,1,1996,1,623.39990234
84606,10.649993896,1,1996,1,106.5
84790,657.88964844,1,1996,1,6578.8984375
84801,1324.7099609,1,1996,1,13247.09375
84880,148.28991699,1,1996,1,1482.8994141
84999,214.68994141,1,1996,1,2146.8984375
85521,1438.8496094,2,1996,1,14388.5
85756,1211.5097656,1,1996,3,12115.09375
85860,86.25,1,1996,1,862.5
85943,588.75976563,1,1996,1,5887.5976563
86074,7.6999969482,1,1996,3,77
86150,3312.0390625,1,1996,2,33120.375
86204,883.13964844,1,1996,1,8831.3984375
86208,294.20996094,1,1996,2,2942.0996094
86600,497.37988281,1,1996,1,4973.796875
86814,139.01989746,1,1996,2,1390.1992188
86842,1839.8798828,1,1996,1,18398.796875
86914,894.25,2,1996,1,8942.5
87274,370.2199707,1,1996,1,3702.1992188
87281,11.519996643,1,1996,1,115.19995117
87957,858.86962891,1,1996,2,8588.6953125
88099,1313.7294922,3,1996,3,13137.296875
88131,8.9099960327,1,1996,1,89.099975586
88231,4.9799995422,1,1996,1,49.799987793
88316,6.3699989319,1,1996,3,63.699981689
88588,84.189941406,1,1996,2,841.89990234
88791,100.32995605,1,1996,2,1003.2998047
88884,41.319976807,2,1996,4,413.19995117
88912,64.569946289,1,1996,2,645.69970703
89207,35.779998779,1,1996,1,357.79980469
89263,1301.2792969,2,1996,4,13012.796875
90149,13.319999695,1,1996,1,133.19995117
90607,31.5,1,1996,2,315
90613,1376.8691406,2,1996,3,13768.695313
91103,723.75976563,2,1996,2,7237.5976563
91359,1275.6494141,1,1996,3,12756.5
91445,143.5098877,1,1996,3,1435.0996094
91544,1840.1396484,1,1996,3,18401.390625
91695,139.75,1,1996,1,1397.5
92070,521.57958984,2,1996,1,5215.796875
92190,472.54980469,1,1996,4,4725.5
92316,392.50976563,1,1996,2,3925.0996094
92332,888.36962891,1,1996,2,8883.6953125
92371,490.62988281,1,1996,1,4906.296875
92699,37.269989014,1,1996,5,372.69995117
93022,20.619995117,1,1996,3,206.19995117
93198,2943.7988281,1,1996,5,29438
93212,774.68994141,1,1996,5,7746.8984375
93350,453.83984375,1,1996,1,4538.3984375
93419,1.3999996185,1,1996,1,14
93434,572.75,2,1996,3,5727.5
93522,1226.5898438,1,1996,2,12265.898438
94128,1570.0292969,1,1996,1,15700.296875
94250,1598.9492188,1,1996,2,15989.5
94301,177.23999023,1,1996,2,1772.3994141
94346,1840.6494141,1,1996,2,18406.5
94764,814.98974609,1,1996,1,8149.8984375
94935,150.80993652,1,1996,1,1508.0996094
94956,122.65997314,2,1996,2,1226.5996094
94973,5.4099998474,1,1996,3,54.099975586
95125,1.5,1,1996,1,15
95180,367.97998047,1,1996,1,3679.7988281
95661,2.5799999237,1,1996,2,25.799987793
95743,3.7399997711,1,1996,1,37.399993896
95770,1717.2197266,1,1996,1,17172.1875
96387,945.54980469,1,1996,2,9455.5
96463,2845.6796875,1,1996,1,28456.796875
96524,353.25976563,1,1996,1,3532.5996094
96563,171.15991211,1,1996,1,1711.5996094
96593,20.119995117,1,1996,1,201.19995117
96597,2407.71875,2,1996,1,24077.1875
96921,27.229995728,1,1996,1,272.29980469
97236,97.149963379,1,1996,1,971.5
97691,9.0599975586,1,1996,3,90.599975586
98479,144.70996094,1,1996,1,1447.0996094
98589,737.25976563,1,1996,3,7372.5976563
98957,49.059997559,1,1996,2,490.59985352
98964,94.399963379,1,1996,3,944
100001,223.23999023,1,1996,3,2232.3984375
100339,1941.8798828,2,1996,3,19418.796875
100590,1717.2197266,1,1996,1,17172.1875
100987,3974.1386719,1,1996,1,39741.375
101203,5.0899963379,1,1996,1,50.899993896
101481,8.2299957275,1,1996,1,82.299987793
101688,1177.5195313,1,1996,1,11775.195313
102209,919.93994141,1,1996,1,9199.3984375
102455,855.31982422,1,1996,2,8553.1953125
102702,9.8099975586,1,1996,4,98.099975586
103613,1226.5898438,1,1996,3,12265.898438
104382,1.2299995422,1,1996,1,12.299995422
104734,1435.0996094,1,1996,1,14351
104769,4866.1171875,1,1996,2,48661.1875
105133,785.00976563,1,1996,3,7850.0976563
105315,3.3999996185,1,1996,3,34
105364,981.26953125,1,1996,4,9812.6953125
105576,14.459999084,1,1996,2,144.59997559
105580,794.82958984,1,1996,3,7948.296875
105943,1002.9599609,2,1996,1,10029.59375
105991,1722.1298828,1,1996,1,17221.296875
106277,84.799987793,1,1996,3,848
106758,3863.7382813,1,1996,2,38637.375
106854,202.80993652,1,1996,3,2028.0996094
107243,87.799987793,1,1996,1,878
107733,33.129974365,1,1996,1,331.29980469
108526,6.7899971008,1,1996,1,67.899963379
108561,662.35986328,1,1996,3,6623.5976563
108672,7.3999977112,1,1996,2,74
109028,480.11987305,1,1996,2,4801.1992188
109166,1367.2197266,2,1996,1,13672.195313
109211,588.75976563,1,1996,1,5887.5976563
109309,10.929992676,1,1996,1,109.29998779
109505,17.559997559,1,1996,1,175.59997559
109730,147.18994141,1,1996,3,1471.8994141
110368,279,1,1996,1,2790
110858,710.12988281,1,1996,3,7101.296875
111048,1446.0791016,1,1996,5,14460.796875
111102,49.469970703,1,1996,1,494.69995117
111223,883.13964844,1,1996,2,8831.3984375
111584,5112.9179688,1,1996,1,51129.1875
111687,93.219970703,1,1996,1,932.19970703
111742,735.94970703,1,1996,4,7359.5
111894,2.3399982452,1,1996,1,23.399993896
111934,417.03979492,1,1996,1,4170.3984375
112050,6817.2265625,1,1996,1,68172.25
112098,61.459991455,1,1996,3,614.59960938
112608,574.59960938,1,1996,3,5746
112695,1717.2197266,1,1996,3,17172.1875
113131,24.229995728,1,1996,1,242.29992676
113553,576.36962891,2,1996,1,5763.6992188
113565,162.16992188,2,1996,3,1621.6992188
113740,5.8899993896,1,1996,2,58.899993896
113902,814.01953125,2,1996,1,8140.1992188
113971,824.77978516,2,1996,1,8247.796875
113976,263.98999023,1,1996,2,2639.8984375
114202,1526.4599609,1,1996,1,15264.59375
114245,1121.0996094,1,1996,3,11211
114471,3.3099994659,1,1996,1,33.099975586
114480,1766.2792969,1,1996,1,17662.796875
114907,129.62988281,2,1996,5,1296.2998047
115059,1.4499998093,1,1996,1,14.5
115252,187.76989746,1,1996,3,1877.6992188
115607,5939.25,1,1996,2,59392.5
115619,456.31982422,1,1996,1,4563.1992188
115913,968.76953125,1,1996,2,9687.6953125
116491,18.88999939,1,1996,1,188.89990234
116575,1050.4697266,1,1996,1,10504.695313
116832,1875.0097656,1,1996,1,18750.09375
117071,883.13964844,1,1996,1,8831.3984375
117098,388.37988281,2,1996,1,3883.7988281
117147,1756.4697266,1,1996,1,17564.6875
117877,49.059997559,1,1996,3,490.59985352
118133,588.75976563,1,1996,3,5887.5976563
118283,367.97998047,1,1996,1,3679.7988281
118533,179.27990723,2,1996,4,1792.7998047
118543,41.829986572,1,1996,2,418.29980469
118640,449.82983398,1,1996,3,4498.296875
118787,187.16992188,1,1996,2,1871.6992188
118944,245.31994629,1,1996,3,2453.1992188
119236,1422.8398438,1,1996,1,14228.398438
119641,735.94970703,1,1996,1,7359.5
120254,1954.1298828,1,1996,2,19541.296875
120458,47.25,1,1996,1,472.5
120630,3311.7792969,1,1996,1,33117.78125
120866,5.5999984741,1,1996,2,56
121069,1471.8994141,1,1996,2,14719
121075,875.14990234,1,1996,1,8751.5
121390,981.26953125,1,1996,2,9812.6953125
121576,448.57983398,1,1996,1,4485.796875
121640,294.37988281,1,1996,1,2943.7988281
121782,3718.4882813,1,1996,3,37184.875
121785,1324.7099609,1,1996,1,13247.09375
121796,24.109985352,1,1996,1,241.09997559
121911,1766.2792969,1,1996,1,17662.796875
122124,73.599975586,1,1996,2,736
122375,110.63995361,1,1996,1,1106.3994141
122632,1615.2197266,1,1996,3,16152.195313
123051,588.75976563,1,1996,1,5887.5976563
123113,2.5499992371,1,1996,1,25.5
123274,1287.5292969,1,1996,4,12875.296875
123832,2909.4492188,1,1996,2,29094.5
124203,1324.7099609,1,1996,2,13247.09375
124310,238.26989746,1,1996,1,2382.6992188
124461,226,1,1996,2,2260
124495,1839.8798828,1,1996,2,18398.796875
124580,6817.4882813,1,1996,1,68174.875
124668,2079.2597656,2,1996,1,20792.59375
125371,8.3399963379,1,1996,2,83.399963379
125925,2376.328125,1,1996,2,23763.296875
125976,367.97998047,1,1996,1,3679.7988281
126035,367.97998047,1,1996,3,3679.7988281
126085,150.42993164,1,1996,1,1504.2998047
126255,248.92993164,2,1996,4,2489.2988281
126870,46.659973145,1,1996,1,466.59985352
127204,9.1999969482,1,1996,3,92
127384,24.529998779,1,1996,1,245.29992676
127403,639.88964844,2,1996,5,6398.8984375
127496,1913.4697266,1,1996,1,19134.6875
127518,420.34985352,1,1996,1,4203.5
127564,6.4399986267,1,1996,1,64.399963379
127858,1206.4394531,2,1996,3,12064.398438
127935,3311.7792969,1,1996,2,33117.78125
127977,132.4699707,1,1996,3,1324.6992188
128377,122.65997314,1,1996,1,1226.5996094
128703,5.1599998474,1,1996,1,51.599975586
128707,1162.0292969,1,1996,1,11620.296875
128752,2774.5292969,1,1996,1,27745.296875
128939,18.88999939,1,1996,5,188.89990234
128986,380.72998047,1,1996,2,3807.2988281
129159,28.209991455,1,1996,2,282.09985352
129782,275.75,1,1996,4,2757.5
129976,30.129989624,1,1996,4,301.29980469
130154,151.57995605,1,1996,1,1515.7998047
130183,783.97998047,2,1996,4,7839.796875
130387,132.98999023,1,1996,2,1329.8994141
130686,4.6599998474,1,1996,1,46.599975586
130779,735.94970703,1,1996,1,7359.5
130977,191.34997559,1,1996,4,1913.5
131633,2173.5292969,1,1996,4,21735.296875
131750,2.9699993134,1,1996,2,29.699996948
131994,429.78979492,2,1996,3,4297.8984375
132052,1061.25,1,1996,3,10612.5
132259,613.28955078,1,1996,2,6132.8984375
132349,981.26953125,1,1996,3,9812.6953125
132437,939.43994141,2,1996,2,9394.3984375
132527,538.14990234,2,1996,1,5381.5
133069,2711.3984375,1,1996,1,27114
133171,68.689941406,1,1996,5,686.89990234
133413,505.76977539,2,1996,2,5057.6992188
134050,307.54980469,1,1996,1,3075.5
135077,199.86999512,2,1996,3,1998.6992188
135410,512.57958984,1,1996,1,5125.796875
135433,10.689994812,1,1996,1,106.89996338
135548,2001.9091797,3,1996,2,20019.09375
135861,243.11999512,1,1996,2,2431.1992188
136436,441.56982422,1,1996,2,4415.6992188
136583,121.13995361,1,1996,1,1211.3994141
136594,234.43994141,1,1996,1,2344.3984375
136986,222.07995605,2,1996,3,2220.7988281
137108,10.739997864,1,1996,1,107.39996338
137529,225.68994141,2,1996,3,2256.8984375
137707,245.31994629,1,1996,5,2453.1992188
137860,3679.7597656,1,1996,1,36797.59375
138224,3321.8496094,2,1996,1,33218.5
138244,1805.5292969,1,1996,1,18055.296875
138347,4.7099990845,1,1996,1,47.099975586
138819,896.9296875,2,1996,3,8969.296875
138978,136.85998535,2,1996,2,1368.5996094
139075,392.50976563,1,1996,1,3925.0996094
139344,200.63989258,1,1996,1,2006.3994141
139758,1987.7998047,1,1996,2,19878
139918,367.97998047,3,1996,2,3679.7988281
140320,680.78955078,2,1996,1,6807.8984375
140540,2207.8496094,1,1996,2,22078.5
140739,785.00976563,1,1996,3,7850.0976563
140743,10442.90625,1,1996,1,104429.0625
140775,1545.5,1,1996,3,15455
140917,74.00994873,1,1996,1,740.09960938
