id_individual,employer_id,contribution_year,contribution,num_contribution,mm_contribution,compensation,cont_type,work_area,activity_code
11353,18186,1998,4798,12,111111111111,39987,1,2,-9
11603,9357,1998,99,2,000000000011,824,1,3,-9
12821,28713,1998,55,1,010000000000,547,1,2,-9
13020,4346,1998,707,1,000000000001,5888,1,2,-9
13163,25579,1998,177,6,011100111000,1766,1,1,-9
13194,11388,1998,49,1,000000000001,491,1,2,-9
13205,1452,1998,5888,1,000000000001,49063,1,1,-9
13395,422,1998,3346,11,101111111111,33461,1,1,-9
13446,24272,1998,510,2,000000100010,4254,1,2,-9
13761,23060,1998,1717,1,000000000001,17172,1,1,-9
13847,17551,1998,4,1,000010000000,35,1,1,-9
13932,21177,1998,1545,9,111111000111,15455,1,2,-9
14231,3628,1998,7359,3,000010000001,61322,1,1,-9
14693,6287,1998,274,12,111111111111,2738,1,1,-9
14702,12048,1998,430,3,010010010000,3581,1,2,-9
15010,8426,1998,306,2,000000110000,2551,1,2,-9
15252,6287,1998,14,10,111101111110,141,1,1,-9
15331,12327,1998,28,1,000000000010,276,1,5,-9
15415,25979,1998,2944,1,000000000001,24532,1,3,-9
15554,,1998,1776,1,,14801,2,3,-9
15588,18283,1998,244,2,000000000011,2030,1,5,-9
15595,17527,1998,586,12,111111111111,5444,1,2,-9
15814,13222,1998,3,1,000000000100,25,1,3,-9
15814,27523,1998,309,5,000011110001,2576,1,4,-9
15900,21576,1998,989,4,100101000001,8243,1,2,-9
15996,25827,1998,2452,11,111111101111,24521,1,2,-9
16223,3642,1998,129,1,010000000000,1072,1,1,-9
16223,26821,1998,1309,10,001111111111,10912,1,1,-9
16488,28363,1998,589,1,010000000000,5888,1,1,-9
16764,20845,1998,576,1,000000001000,4800,1,2,-9
16767,19268,1998,105,7,001111100101,1055,1,3,-9
16771,20585,1998,57,2,000000110000,472,1,3,-9
17357,16196,1998,197,4,000101011000,1643,1,1,-9
17499,7289,1998,368,1,000000000001,3066,1,1,-9
17797,4067,1998,8,1,000100000000,64,1,1,-9
17864,18805,1998,1923,3,000100100001,19233,1,1,-9
17909,,1998,896,3,,7463,2,1,-9
18048,30679,1998,277,8,011011110011,2308,1,1,-9
18050,16377,1998,579,11,111111111110,5749,1,2,-9
18224,2092,1998,16,2,000001000001,130,1,2,-9
18224,26066,1998,162,8,011111000111,1354,1,2,-9
18438,,1998,76,4,,637,2,1,-9
18500,22770,1998,8,1,000000000001,68,1,1,-9
18546,10654,1998,1855,7,111111100000,15455,1,3,-9
18613,6551,1998,1766,1,000000000001,14719,1,1,-9
18761,28881,1998,245,1,000000000001,2453,1,1,-9
19091,21476,1998,2002,1,000000000010,16682,1,1,-9
19205,6287,1998,11,2,000000000011,90,1,1,-9
19217,6097,1998,89,2,000000000011,744,1,4,-9
19305,1349,1998,362,6,111111000000,3017,1,2,-9
19470,11301,1998,130,1,000000000001,1079,1,3,-9
19738,2988,1998,33,1,010000000000,275,1,2,-9
19738,27473,1998,1604,7,111111100000,13368,1,2,-9
19952,7845,1998,191,1,001000000000,1911,1,2,-9
20342,2531,1998,1,1,000000001000,12,1,3,-9
21111,27854,1998,14,1,100000000000,116,1,3,-9
21180,6090,1998,3491,11,011111111111,29092,1,2,-9
21225,26043,1998,155,6,010101010101,1289,1,3,-9
21535,20779,1998,113,3,000000000111,943,1,3,-9
21695,1611,1998,383,3,000001001001,3827,1,2,-9
22004,25945,1998,557,4,001001001001,5304,1,2,-9
22037,,1998,1,1,,9,2,4,-9
22071,8986,1998,1472,2,000000010001,14719,1,4,-9
22150,27548,1998,43,9,111111100011,360,1,2,-9
22288,28998,1998,711,8,111111010010,5922,1,1,-9
22529,12573,1998,34,8,100110111011,298,1,2,-9
22570,16508,1998,706,4,101010000010,6026,1,3,-9
22586,3106,1998,7,1,010000000000,56,1,1,-9
22633,2836,1998,2270,12,111111111111,22697,1,1,-9
22693,14495,1998,74,1,000000000001,736,1,1,-9
22693,16669,1998,1439,3,100010000100,14395,1,1,-9
22859,27858,1998,1623,7,011101011000,13522,1,2,-9
23300,14208,1998,588,2,000000000101,4902,1,2,-9
23614,23580,1998,978,3,000000000111,8151,1,1,-9
23714,30970,1998,63,6,000011011101,525,1,3,-9
23799,11003,1998,3505,11,011111111111,29206,1,2,-9
24170,20198,1998,742,3,000000010101,6187,1,1,-9
24252,14119,1998,94,3,000111000000,784,1,2,-9
24344,14089,1998,16,2,000001100000,135,1,2,-9
24642,4940,1998,4593,3,001001000001,38274,1,1,-9
24642,28026,1998,1116,1,000000000001,9296,1,1,-9
24915,14353,1998,270,1,000000000001,2254,1,1,-9
25160,23272,1998,49,1,000000000001,491,1,3,-9
25662,16377,1998,13,1,001000000000,110,1,2,-9
25863,2676,1998,619,2,100000000100,6194,1,1,-9
25863,15028,1998,1717,6,111101000100,17172,1,1,-9
25863,15712,1998,196,1,000000010000,1963,1,1,-9
25868,21436,1998,164,3,000000000111,1640,1,4,-9
25870,21071,1998,11,1,000100000000,92,1,1,-9
26139,22085,1998,14,2,000000101000,116,1,2,-9
26156,20764,1998,1178,5,111110000000,9813,1,1,-9
26328,10045,1998,765,3,001001000001,7654,1,2,-9
26335,30266,1998,147,1,000000000001,1472,1,4,-9
26463,,1998,2133,3,,17779,2,2,-9
26501,22206,1998,2225,8,010011101111,18543,1,3,-9
26982,23229,1998,12,4,010111000000,102,1,2,-9
27284,20132,1998,589,1,000000000100,4906,1,1,-9
27931,17222,1998,17,3,000111000000,166,1,1,-9
27931,21384,1998,19,3,111000000000,166,1,1,-9
27950,16923,1998,8644,7,111111100000,72035,1,2,-9
28001,19081,1998,981,1,000000000001,9813,1,1,-9
28010,2190,1998,1649,7,000111001111,13738,1,2,-9
28052,19004,1998,244,2,101000000000,2036,1,3,-9
28053,6287,1998,210,11,101111111111,2102,1,1,-9
28167,17045,1998,54,2,000100100000,535,1,2,-9
28189,12805,1998,496,3,000000000111,4136,1,1,-9
28731,,1998,8663,9,,72188,2,3,-9
28772,30959,1998,1178,1,000000000100,9813,1,1,-9
28881,3769,1998,1327,1,000000000010,11058,1,1,-9
28908,24895,1998,1057,4,001001001001,10566,1,1,-9
29189,,1998,1154,3,,9619,2,1,-9
29292,11350,1998,92,1,000000000100,765,1,4,-9
29530,18474,1998,281,4,110110000000,2343,1,1,-9
29624,25943,1998,191,2,001001000000,1911,1,2,-9
29827,24941,1998,523,3,000000000111,4362,1,3,-9
30473,,1998,1138,1,,9481,2,2,-9
30557,18638,1998,1,1,100000000000,12,1,1,-9
30708,24275,1998,1263,2,000100000001,12633,1,1,-9
31238,,1998,252,2,,2096,2,3,-9
31258,9981,1998,353,1,000000000001,2944,1,1,-9
31460,15794,1998,3778,3,000000001011,37779,1,1,-9
31581,14089,1998,198,8,111111011000,1648,1,2,-9
31708,3106,1998,69,4,110000011000,577,1,1,-9
31977,30424,1998,5004,2,000010000001,41704,1,3,-9
32240,19774,1998,12,1,000000000001,98,1,4,-9
32240,26367,1998,3591,1,000000000001,29929,1,4,-9
32306,9568,1998,1413,6,010101010101,11775,1,1,-9
32425,,1998,7,1,,60,2,2,-9
32743,6697,1998,7127,1,000000000001,59393,1,1,-9
33080,11930,1998,2355,2,000000010001,19625,1,1,-9
33240,24848,1998,1562,12,111111111111,15618,1,2,-9
33294,26637,1998,736,1,000001000000,7360,1,1,-9
33785,14005,1998,1816,11,011111111111,15131,1,3,-9
33828,2455,1998,191,3,001000100010,1913,1,1,-9
33997,15994,1998,1472,1,000000000001,12266,1,3,-9
34254,9943,1998,311,7,000001111111,2594,1,1,-9
34501,10592,1998,200,1,000000000001,1668,1,1,-9
34633,6287,1998,19,4,000001111000,158,1,1,-9
35104,23144,1998,721,3,000000000111,6010,1,2,-9
35157,30467,1998,958,1,000000000001,9575,1,1,-9
35218,16377,1998,5,1,100000000000,46,1,2,-9
35262,1257,1998,5888,6,001010010011,49063,1,2,-9
35307,,1998,1587,3,,13226,2,1,-9
35311,28517,1998,758,11,111111110111,6320,1,3,-9
35786,6497,1998,1434,8,110111000111,14338,1,1,-9
36975,,1998,1633,3,,13609,2,1,-9
37039,23719,1998,39,2,000100010000,323,1,3,-9
37079,1507,1998,6182,2,000001000001,51517,1,3,-9
37163,12932,1998,260,2,000000000011,2165,1,4,-9
37214,28369,1998,2944,1,000000000001,24532,1,2,-9
37338,21830,1998,1723,3,000111000000,14355,1,2,-9
37417,26779,1998,976,2,000001000010,9322,1,3,-9
37435,18638,1998,55,9,111100111011,458,1,1,-9
37449,,1998,1625,2,,13540,2,2,-9
37738,3314,1998,1119,9,001111111011,11186,1,1,-9
37818,6475,1998,1413,5,000000011111,11775,1,2,-9
38081,6767,1998,209,5,100000011010,2086,1,1,-9
38081,28181,1998,174,1,000000000010,1735,1,1,-9
38384,12498,1998,542,5,111110000000,4519,1,1,-9
38623,7479,1998,589,8,000011111111,5888,1,3,-9
38695,20140,1998,70,3,111000000000,696,1,3,-9
38702,13370,1998,789,6,011000001111,6579,1,1,-9
38722,30480,1998,153,2,000000000001,1274,1,2,-9
38787,,1998,1803,7,,15029,2,1,-9
38863,1250,1998,3312,2,000100000010,33116,1,2,-9
38863,8412,1998,54,1,000000000100,540,1,2,-9
38863,12165,1998,133,1,000000000001,1335,1,2,-9
38863,14202,1998,39,1,000100000000,393,1,2,-9
38863,21916,1998,133,1,000000000001,1335,1,2,-9
38863,27921,1998,786,1,000000000001,7857,1,2,-9
39009,6287,1998,1,1,000000000001,10,1,1,-9
39138,7663,1998,1167,3,000000100011,9727,1,1,-9
39269,28241,1998,1374,1,000000000001,13738,1,1,-9
39273,14439,1998,1261,11,011111111111,12612,1,3,-9
39360,4120,1998,294,1,000000000001,2453,1,2,-9
39360,29762,1998,4346,2,000000000101,36219,1,3,-9
39648,9707,1998,2355,1,000000000001,19625,1,2,-9
39972,21924,1998,373,11,111111101111,3105,1,2,-9
40242,6497,1998,1442,8,110111000111,14423,1,1,-9
40252,28642,1998,182,11,101111111111,1516,1,1,-9
41622,7791,1998,48,1,000000000010,400,1,3,-9
41643,10155,1998,132,2,001100000000,1102,1,1,-9
41668,6832,1998,760,1,000000000010,6329,1,2,-9
41964,7991,1998,5564,11,110111110111,46365,1,1,-9
42206,25984,1998,203,1,001000000000,1693,1,2,-9
42239,10842,1998,193,11,011111101111,1611,1,1,-9
42363,12904,1998,5475,12,111111111111,45629,1,1,-9
42418,21692,1998,712,1,000000000001,7122,1,1,-9
42584,23621,1998,613,3,000001000101,6133,1,2,-9
42613,,1998,4216,3,,35136,2,3,-9
42624,21924,1998,7,1,000000001000,60,1,2,-9
42635,9133,1998,82,2,000100000100,685,1,5,-9
42741,,1998,4798,3,,39982,2,1,-9
43312,28065,1998,23,2,000001000000,230,1,1,-9
43602,,1998,738,3,,6150,2,3,-9
43619,7592,1998,491,1,000000000010,4906,1,1,-9
43815,13222,1998,850,11,011111111111,7081,1,3,-9
43895,11257,1998,88,5,111110000000,734,1,1,-9
43923,666,1998,47,3,000000001011,391,1,1,-9
44338,13771,1998,1060,2,000000001001,8831,1,3,-9
44339,5714,1998,3092,12,111111111111,25763,1,1,-9
45029,18646,1998,1595,10,011101111111,13288,1,3,-9
45180,29599,1998,606,2,100000100000,6062,1,4,-9
45309,13334,1998,6,1,000100000000,61,1,3,-9
45359,18638,1998,27,9,111100111011,222,1,1,-9
45494,,1998,520,2,,4330,2,2,-9
45721,8637,1998,495,1,000000000001,4121,1,2,-9
45933,21765,1998,491,1,000000100000,4089,1,5,-9
46192,17358,1998,165,1,000000000010,1374,1,1,-9
46281,2433,1998,32,3,011010000000,264,1,1,-9
46354,12470,1998,1178,2,000010001000,9813,1,1,-9
46433,25822,1998,393,1,000000000001,3925,1,3,-9
46480,21822,1998,15,1,010000000000,123,1,1,-9
46532,4027,1998,1159,3,000000000111,9658,1,1,-9
46557,,1998,1446,2,,12051,2,1,-9
46656,13222,1998,118,4,000110110000,1178,1,3,-9
47051,13345,1998,43,6,001111100010,358,1,2,-9
47122,1265,1998,1413,12,111111111111,11775,1,3,-9
47346,,1998,564,2,,4700,2,1,-9
47414,30111,1998,177,1,000000000100,1472,1,2,-9
47667,19290,1998,828,4,011101000000,8282,1,2,-9
47894,8371,1998,2355,1,000000000001,19625,1,3,-9
47902,6287,1998,6,5,001001111000,63,1,1,-9
47965,21279,1998,1763,11,110111111111,14691,1,1,-9
48086,7020,1998,5505,12,111111111111,45874,1,3,-9
48149,18682,1998,2355,2,000000001001,19625,1,1,-9
48149,22278,1998,795,1,001000000000,6624,1,1,-9
48149,24936,1998,1590,1,000000000001,13247,1,1,-9
48158,16377,1998,31,1,000000000010,255,1,2,-9
48460,,1998,1269,5,,10579,2,2,-9
49288,13326,1998,2944,1,000000000001,29438,1,2,-9
49288,27842,1998,2453,1,000000001000,24532,1,2,-9
49376,22342,1998,1487,12,111111111111,12389,1,4,-9
49547,,1998,864,1,,7196,2,1,-9
49681,26387,1998,560,2,110000000000,4670,1,1,-9
49681,26405,1998,7345,10,001111111111,61209,1,1,-9
50034,13736,1998,62,1,000000000100,615,1,2,-9
50140,17037,1998,1766,6,001010101011,14719,1,3,-9
50516,16872,1998,1300,12,111111111111,10941,1,2,-9
50516,18006,1998,464,6,111111000000,3864,1,2,-9
50993,15407,1998,1672,4,000001000111,13936,1,2,-9
51426,,1998,280,3,,2337,2,2,-9
51644,12893,1998,397,3,000000000011,3312,1,2,-9
51644,26293,1998,927,7,000111111100,7727,1,2,-9
51961,4796,1998,1151,3,000100101000,9595,1,1,-9
52021,26145,1998,6160,11,111111011111,51336,1,1,-9
52439,4923,1998,179,3,000000000111,1793,1,2,-9
52439,11742,1998,75,7,111101000011,628,1,2,-9
52439,13325,1998,326,6,111111000000,2714,1,2,-9
52439,23404,1998,1760,5,000101100110,14663,1,2,-9
52820,8026,1998,232,6,111110100000,1934,1,1,-9
52838,4697,1998,113,1,000100000000,1133,1,2,-9
53042,5141,1998,491,2,000001000010,4906,1,2,-9
53251,2433,1998,38,4,000110101000,316,1,1,-9
53266,18638,1998,5,2,110000000000,41,1,1,-9
53553,21635,1998,663,5,001100000111,5522,1,1,-9
53997,,1998,412,2,,3434,2,3,-9
54184,27717,1998,2436,3,010100000100,20299,1,2,-9
54559,25215,1998,1079,11,111111111110,10794,1,3,-9
54717,29830,1998,834,2,000000100001,7360,1,3,-9
54837,,1998,449,3,,3740,2,2,-9
55034,7701,1998,515,2,010000000000,4293,1,1,-9
55522,22848,1998,275,3,001110000000,2439,1,2,-9
55620,7477,1998,8,1,010000000000,71,1,1,-9
55633,5881,1998,1472,3,001000000110,12266,1,2,-9
55633,22069,1998,331,2,000010001000,2760,1,2,-9
55633,28301,1998,2767,3,001000001010,23060,1,2,-9
55803,25151,1998,1277,10,011110111111,12771,1,2,-9
55803,27214,1998,309,1,000000000010,2576,1,2,-9
55810,23768,1998,82,1,000001000000,818,1,2,-9
55839,7639,1998,4160,7,000001111111,34663,1,3,-9
56074,6287,1998,34,6,111100010100,283,1,1,-9
56335,24094,1998,48,2,110000000000,400,1,1,-9
56474,342,1998,589,1,000000000001,5888,1,2,-9
56495,28629,1998,2944,1,000000000001,24532,1,1,-9
56643,6090,1998,1588,11,011111111111,13232,1,2,-9
56747,24167,1998,811,3,000010011000,6761,1,1,-9
56747,25993,1998,541,1,000000000001,4507,1,1,-9
56751,,1998,924,3,,7700,2,1,-9
57095,,1998,3762,4,,31349,2,3,-9
57098,2635,1998,8644,9,111111110100,72037,1,2,-9
57282,19864,1998,258,1,000000000001,2582,1,3,-9
57295,24343,1998,676,6,000111101100,5635,1,3,-9
57376,16829,1998,2,1,000000000100,20,1,1,-9
57601,2965,1998,491,1,000000000001,4906,1,2,-9
57915,25711,1998,28,1,000000100000,236,1,2,-9
58090,4320,1998,2285,12,111111111111,19045,1,2,-9
58167,24535,1998,1748,9,000111111111,17479,1,2,-9
58193,22964,1998,255,4,000111000001,2554,1,2,-9
58763,1390,1998,104,6,011111100000,865,1,1,-9
58904,3912,1998,55,2,011000000000,458,1,3,-9
59037,13193,1998,1312,3,100000100001,13121,1,3,-9
59302,28065,1998,23,2,000001000000,230,1,1,-9
59634,9845,1998,20,2,000000000011,169,1,1,-9
59708,28391,1998,217,1,000000000100,2170,1,2,-9
59997,3106,1998,142,5,110001011000,1365,1,1,-9
60235,19215,1998,170,2,000000000011,1417,1,2,-9
60263,18638,1998,27,1,000000000001,228,1,1,-9
60574,3090,1998,713,7,000101110111,5942,1,1,-9
60577,20930,1998,1394,9,111000111111,11620,1,5,-9
60721,13667,1998,181,5,000000011111,1507,1,1,-9
60780,24726,1998,812,3,000000111000,6771,1,2,-9
60901,27548,1998,3,1,000000000001,21,1,2,-9
61036,8593,1998,226,1,000000010000,1885,1,1,-9
61036,15740,1998,170,2,000000000110,1418,1,1,-9
61036,26844,1998,14,1,000010000000,118,1,3,-9
61068,,1998,854,6,,7118,2,4,-9
61088,27548,1998,10,3,000000000111,83,1,2,-9
61165,15179,1998,3003,9,111111000111,25022,1,3,-9
61172,,1998,5593,7,,46606,2,1,-9
61222,,1998,432,1,,3598,2,1,-9
61324,,1998,99,2,,826,2,4,-9
61387,27199,1998,605,3,000100001001,6047,1,2,-9
61530,3450,1998,626,8,001111101110,5220,1,3,-9
61530,22586,1998,246,2,000000000011,2051,1,3,-9
61654,10975,1998,821,10,111111001111,6844,1,1,-9
62250,10225,1998,8644,8,111101100101,72037,1,2,-9
62413,,1998,799,2,,6662,2,2,-9
62427,24516,1998,480,3,000111000000,3997,1,1,-9
62592,3932,1998,736,1,000000100000,7360,1,2,-9
62613,1132,1998,4475,3,000100000101,37288,1,1,-9
62729,3777,1998,222,9,001111110111,1850,1,3,-9
62886,,1998,201,2,,1678,2,5,-9
62891,8215,1998,7,1,000000000001,67,1,2,-9
63064,21587,1998,30,2,110000000000,253,1,5,-9
63387,5728,1998,106,3,000000111000,1064,1,2,-9
63826,14782,1998,393,2,000000010001,3925,1,2,-9
63840,9849,1998,1398,10,001111111111,11653,1,1,-9
64044,4920,1998,749,3,000100100001,6246,1,1,-9
64113,,1998,2433,7,,20275,2,3,-9
64152,3608,1998,508,11,111101111111,4237,1,2,-9
64608,9797,1998,39,1,000000000001,393,1,3,-9
64608,23989,1998,196,1,010000000000,1963,1,3,-9
64728,19239,1998,8644,11,111111111110,72035,1,1,-9
65063,,1998,6009,3,,50075,2,1,-9
65071,,1998,1494,3,,12451,2,2,-9
65606,5018,1998,1635,5,000110110000,16352,1,4,-9
65785,5562,1998,454,2,000101000000,3783,1,1,-9
65793,8328,1998,1439,12,111111101111,11996,1,1,-9
65793,11314,1998,65,1,000001000000,540,1,1,-9
65807,18674,1998,255,1,000000000001,2551,1,5,-9
65807,22736,1998,1825,12,111111111111,18252,1,5,-9
66332,10169,1998,348,3,000000010010,3483,1,1,-9
66544,15780,1998,392,3,000000000111,3267,1,2,-9
66629,3608,1998,13,2,001100000000,105,1,2,-9
66843,12406,1998,442,2,010100000000,3680,1,1,-9
67218,2433,1998,15,3,010000100010,126,1,1,-9
67324,26675,1998,8644,3,000010001001,72035,1,1,-9
67532,21924,1998,368,4,110100100000,3070,1,2,-9
67584,5827,1998,2757,1,000000000001,22972,1,3,-9
67584,13615,1998,5888,1,000000000001,49063,1,3,-9
67634,22989,1998,8644,5,111101000000,72036,1,1,-9
67720,6287,1998,51,8,111101011100,514,1,1,-9
67760,23429,1998,8644,4,111100000000,72033,1,1,-9
68257,3165,1998,1602,7,111010111000,13352,1,1,-9
68268,,1998,542,2,,4519,2,1,-9
68270,10508,1998,2698,1,000000000001,26985,1,1,-9
68270,25286,1998,2208,1,000000000001,22079,1,1,-9
68514,11159,1998,2519,11,111111111110,24702,1,2,-9
68541,3863,1998,170,1,000000000001,1703,1,5,-9
68541,9811,1998,1033,1,000010000000,10329,1,5,-9
68541,14879,1998,1023,10,111101101111,10226,1,5,-9
68541,30340,1998,616,4,000100100000,6155,1,5,-9
68860,22374,1998,189,3,010000110000,1894,1,1,-9
69111,22022,1998,4504,6,000110110101,37533,1,2,-9
69467,,1998,342,2,,2849,2,2,-9
70063,7647,1998,347,3,000000100101,3471,1,1,-9
70103,15862,1998,2428,9,011100111111,20236,1,2,-9
70381,23978,1998,790,7,101010010111,6585,1,1,-9
70448,,1998,197,2,,1644,2,1,-9
70466,30887,1998,4180,6,010101010110,34835,1,1,-9
70723,,1998,201,3,,1678,2,4,-9
71161,13781,1998,2577,12,111111111111,25770,1,2,-9
71269,30432,1998,1431,3,010100000001,11922,1,1,-9
71436,25238,1998,7451,12,111111111111,69453,1,2,-9
71499,23668,1998,245,1,000000000100,2453,1,2,-9
72197,25515,1998,810,5,110110000100,8095,1,1,-9
72197,,1998,238,1,,1984,2,1,-9
72684,,1998,3142,7,,26184,2,3,-9
72727,23747,1998,2061,3,000100100010,17172,1,1,-9
72977,26800,1998,430,4,000000111100,3581,1,3,-9
73145,4662,1998,98,1,000010000000,981,1,3,-9
73145,5742,1998,339,1,000010000000,3385,1,3,-9
73145,26391,1998,362,2,000000100001,3621,1,5,-9
73145,26421,1998,299,2,000000100001,2991,1,2,-9
73277,24890,1998,229,1,000000000001,1909,1,3,-9
73677,2628,1998,734,11,011111111111,6120,1,2,-9
73768,26670,1998,392,5,110110000000,3393,1,2,-9
73776,9256,1998,1159,4,100000000111,9660,1,1,-9
73941,9850,1998,1205,4,000000010111,10045,1,1,-9
74010,,1998,2292,3,,19097,2,1,-9
74082,2427,1998,12,1,000000000100,98,1,3,-9
74082,27411,1998,69,4,000000000111,574,1,3,-9
74132,2286,1998,32,1,000000010000,270,1,3,-9
74132,24949,1998,386,10,111111111100,3219,1,2,-9
74146,24056,1998,1963,2,000000000101,19625,1,3,-9
74199,,1998,1092,3,,9098,2,3,-9
74550,18539,1998,848,8,000011111111,7065,1,3,-9
74852,2343,1998,172,1,000000000001,1717,1,5,-9
75560,6287,1998,17,2,110000000000,141,1,1,-9
75602,22899,1998,0,1,000000000001,0,1,4,-9
75626,19690,1998,707,4,011100001000,5888,1,1,-9
75812,21951,1998,301,7,001111101010,2510,1,1,-9
75935,21499,1998,8644,1,000010000000,72035,1,1,-9
76229,6646,1998,512,1,000010000000,5120,1,1,-9
76274,17082,1998,1570,11,111111111011,13596,1,3,-9
76285,25244,1998,212,5,010111010000,1765,1,4,-9
76732,6794,1998,306,6,001100100100,2780,1,1,-9
77271,2433,1998,31,5,110100110000,259,1,1,-9
77431,19401,1998,5888,1,000000000001,49063,1,1,-9
77438,18638,1998,2,1,010000000000,13,1,1,-9
77464,5378,1998,227,1,000001000000,2271,1,2,-9
77464,12019,1998,798,2,000000000011,7982,1,2,-9
77714,5019,1998,116,1,000000000001,967,1,1,-9
77796,28768,1998,378,8,110011010111,3276,1,1,-9
78252,2564,1998,1490,6,011101101000,12420,1,4,-9
78322,163,1998,10,1,000000000010,103,1,3,-9
78495,26276,1998,3533,1,000000000001,29438,1,2,-9
78641,5816,1998,1153,2,000001000001,11530,1,1,-9
78641,8263,1998,13,3,010010010000,128,1,1,-9
78641,22640,1998,142,1,001000000000,1420,1,1,-9
78641,24932,1998,119,2,000000100010,1188,1,1,-9
78641,26180,1998,2,1,000001000000,14,1,1,-9
78641,30397,1998,22,1,001000000000,215,1,1,-9
78657,26242,1998,2649,2,000000001001,22079,1,2,-9
78691,3599,1998,294,1,000000000001,2944,1,2,-9
78971,,1998,36,1,,301,2,1,-9
78985,10454,1998,943,7,000110011111,7858,1,1,-9
78989,26128,1998,74,3,000000000111,614,1,5,-9
79358,25044,1998,8367,1,000000000001,69722,1,1,-9
79699,23483,1998,359,3,011000000001,2994,1,2,-9
79828,12447,1998,589,1,000000000001,5888,1,2,-9
79828,16953,1998,589,1,000000000001,5888,1,2,-9
79923,18330,1998,353,1,000000000001,2944,1,1,-9
80073,,1998,2226,2,,18554,2,2,-9
80210,4126,1998,6728,11,011111111111,56067,1,2,-9
80335,17219,1998,792,4,000100001110,6601,1,2,-9
80835,17457,1998,2,1,100000000000,20,1,1,-9
