id_individual,employer_id,contribution_year,contribution,num_contribution,mm_contribution,compensation,cont_type,work_area,activity_code
16767,19268,2000,71,2,010010000000,713,1,3,1
16771,8411,2000,305,2,010000100000,2344,1,3,36
16774,,2000,2660,8,,20460,2,3,-9
16784,9285,2000,5,1,000100000000,40,1,3,32
17095,16873,2000,96,1,000000000001,735,1,1,32
17124,21818,2000,314,4,000000011110,2415,1,2,36
17499,7289,2000,1595,4,001001001001,12268,1,1,1
17864,18805,2000,1923,2,000000100001,19233,1,1,1
17909,,2000,610,2,,4696,2,1,-9
18224,2092,2000,45,2,001001000000,346,1,2,14
18224,26066,2000,220,7,011110100011,1692,1,2,13
18438,,2000,1124,6,,8645,2,1,-9
18613,6551,2000,3189,1,000000000001,24532,1,1,1
18671,30819,2000,3826,11,011111111111,29434,1,3,1
18761,28881,2000,127,1,000000000001,1265,1,1,1
19091,27951,2000,81,3,011100000000,811,1,1,14
19105,22945,2000,337,4,000001001100,2590,1,1,1
19105,27873,2000,2186,9,001111101111,16817,1,1,13
19283,20725,2000,37,1,010000000000,367,1,2,1
19812,28955,2000,493,4,000000001111,3790,1,2,36
20459,28876,2000,32,1,000000000001,246,1,1,14
20611,2753,2000,765,1,000000000001,5888,1,5,1
20695,30010,2000,163,1,000000000001,1255,1,1,24
21180,6090,2000,4178,11,011111111111,32139,1,2,32
21225,26043,2000,118,5,010101011000,910,1,3,1
21524,7887,2000,550,5,000000110111,4227,1,2,36
21524,28820,2000,298,3,111000000000,2292,1,3,14
21535,,2000,1703,3,,13098,2,3,-9
21536,16319,2000,670,9,000111111111,5157,1,3,35
21536,30312,2000,967,12,111111111111,7441,1,3,17
21564,6159,2000,1531,1,000000000100,11775,1,2,1
21695,1611,2000,589,7,010111001101,5893,1,2,1
22004,25945,2000,398,3,001001001000,3982,1,2,36
22012,,2000,730,3,,5613,2,3,-9
22071,8986,2000,2377,3,000000001011,23767,1,4,1
22150,27548,2000,106,11,111111110111,814,1,2,32
22529,12573,2000,285,9,101101111110,2189,1,2,3
22529,20619,2000,31,5,101001010001,310,1,1,3
22625,4251,2000,9,1,000000001000,72,1,1,26
22625,26519,2000,291,7,001011011101,2241,1,1,26
22633,2836,2000,1295,10,010111111111,12953,1,1,1
22693,3961,2000,319,1,000000001000,3187,1,1,1
22693,14495,2000,319,1,000000001000,3187,1,1,1
22693,21186,2000,704,2,100000000001,7044,1,1,36
22859,27858,2000,5292,9,011111111100,40705,1,2,1
22955,28277,2000,18,1,100000000000,181,1,1,36
23104,27548,2000,7,1,100000000000,52,1,2,32
23300,7303,2000,92,1,000000000001,711,1,2,36
23300,15768,2000,192,1,000000000001,1474,1,2,14
23300,22009,2000,957,1,000000000001,7361,1,2,14
23614,23580,2000,659,3,111000000000,5068,1,1,36
23645,9804,2000,1717,5,000000011111,17172,1,2,1
23799,11003,2000,5045,11,011111111111,38806,1,2,1
23824,28510,2000,1419,3,000001001010,10917,1,5,5
24028,19844,2000,1135,3,001110000000,8728,1,3,36
24088,26752,2000,467,6,111111000000,3595,1,2,14
24170,20198,2000,3849,12,011011110111,29605,1,1,14
24642,4940,2000,2392,2,000001000100,18402,1,1,26
24642,10401,2000,1139,2,000100000001,8760,1,1,13
25389,1910,2000,134,3,011100000000,1033,1,1,36
25389,20892,2000,100,2,000011000000,767,1,1,26
25788,,2000,1370,4,,10536,2,1,-9
25863,2676,2000,172,1,010000000000,1720,1,1,13
25863,15028,2000,883,1,001000000000,8831,1,1,36
25868,21436,2000,630,12,111111111111,6296,1,4,36
25870,21071,2000,7,1,000010000000,56,1,1,3
26501,22206,2000,4561,5,111000000110,35083,1,3,1
27255,27348,2000,1019,12,111111111111,7838,1,3,36
27284,20132,2000,1281,1,000000000001,9852,1,1,1
27317,1725,2000,101,5,011111000000,779,1,2,3
27427,30548,2000,1052,3,001000100010,10520,1,4,5
27950,16923,2000,9686,6,111111000000,74505,1,2,1
28001,19081,2000,1963,2,000001000100,19625,1,1,1
28094,13900,2000,2554,1,000000000001,25544,1,2,1
28225,,2000,357,5,,2745,2,4,-9
28731,,2000,8049,7,,61915,2,3,-9
28772,30959,2000,1486,2,000000011000,11434,1,1,1
28881,11778,2000,1828,5,000011010011,18277,1,1,34
28908,24895,2000,1301,5,101001001001,13006,1,1,1
29189,,2000,1716,3,,13201,2,1,-9
30473,,2000,6688,3,,51443,2,2,-9
30514,4184,2000,1934,8,001001111111,14878,1,1,13
30618,15762,2000,91,1,000000100000,699,1,4,14
30846,20516,2000,126,1,000000001000,969,1,3,36
31628,2705,2000,804,2,000000000011,6182,1,3,36
31708,3106,2000,249,9,000111111111,1919,1,1,32
31739,22044,2000,41,3,000010100100,318,1,3,36
31959,28642,2000,276,6,111011000001,2125,1,1,32
31977,30424,2000,2949,2,000010000010,22684,1,3,36
32593,27014,2000,515,3,000001001010,3965,1,1,36
32743,6697,2000,7721,4,000100101001,59393,1,1,1
33080,11930,2000,3189,2,000001010000,24532,1,1,1
33240,24848,2000,1562,11,111111011111,15618,1,2,1
33294,25516,2000,2576,4,000000101011,25756,1,1,1
33785,14005,2000,1965,11,011111111111,15116,1,3,1
33828,2455,2000,64,1,001000000000,640,1,1,36
33906,,2000,112,1,,858,2,5,-9
33997,15994,2000,8057,1,000000000001,61975,1,3,13
34139,11772,2000,1629,1,000000000001,16289,1,3,1
34139,18370,2000,8959,9,110011111110,89590,1,3,13
34254,9943,2000,252,2,001010000000,1939,1,1,36
34272,22044,2000,11,1,000000000100,114,1,3,36
34501,10592,2000,1414,3,000000010101,14141,1,1,1
34602,19319,2000,491,1,000000000001,4906,1,3,1
34841,7492,2000,589,1,000000000001,5888,1,2,1
34877,11168,2000,40,2,000000000011,310,1,3,32
35104,23144,2000,1526,6,100000101111,11739,1,2,1
35262,1257,2000,5741,5,001001010011,44161,1,2,1
35307,,2000,2098,7,,16137,2,1,-9
35311,28517,2000,585,9,111111111000,4501,1,3,36
35619,24960,2000,46,2,000000100100,354,1,3,14
35722,22988,2000,125,1,000000000001,1255,1,4,1
35750,29553,2000,1639,12,011111111111,12609,1,1,36
35786,6497,2000,3166,9,000111111111,31664,1,1,13
35977,26878,2000,909,1,000000000001,6992,1,4,36
36195,12685,2000,1598,12,111111111111,12296,1,3,36
36693,8827,2000,94,1,000001000000,723,1,1,36
36693,24960,2000,125,5,000111101000,965,1,3,14
36749,21505,2000,2362,10,001111111111,23623,1,2,1
36975,,2000,1688,3,,12983,2,1,-9
36983,9204,2000,24,1,000000001000,187,1,3,20
37079,1507,2000,8292,2,000001000001,63782,1,3,18
37163,12932,2000,925,2,001000010000,7115,1,4,36
37214,28369,2000,9686,2,000100100000,74505,1,2,1
37242,,2000,2231,9,,17162,2,3,-9
37272,2974,2000,393,1,000000000001,3925,1,1,1
37449,,2000,1534,2,,11799,2,2,-9
37738,3314,2000,934,9,011111100111,9338,1,1,1
37791,2065,2000,246,2,000000010001,2458,1,3,13
38722,7580,2000,841,1,000000000100,6468,1,2,1
38787,,2000,1744,13,,13416,2,1,-9
38818,,2000,5210,3,,40077,2,1,-9
38863,1250,2000,3966,2,000100000010,39659,1,2,1
38863,7459,2000,11,1,000000000001,108,1,2,1
38863,8412,2000,72,1,000000001000,723,1,2,4
38863,12165,2000,636,1,000000000001,6358,1,2,1
38863,14202,2000,69,2,000100000001,687,1,2,1
38863,20524,2000,981,1,000000000001,9813,1,2,1
38863,21719,2000,3,1,000000000001,26,1,2,1
38863,21916,2000,131,1,000000000001,1312,1,2,1
38863,23839,2000,11,1,000000000001,108,1,2,34
38863,27921,2000,44,2,100000000001,439,1,2,1
39071,,2000,1494,1,,11489,2,1,-9
39138,7663,2000,217,1,000100000000,1669,1,1,36
39211,19762,2000,60,1,000000100000,461,1,3,1
39360,2990,2000,319,1,000000000001,2453,1,3,1
39360,4120,2000,638,1,000000000001,4906,1,2,1
39360,20120,2000,1531,1,000000000001,11775,1,4,1
39360,24619,2000,64,1,000000000001,491,1,3,1
39360,29762,2000,6799,3,000000000111,52298,1,3,1
39565,19337,2000,981,10,001111111111,9813,1,2,1
39648,9707,2000,2551,2,000000000101,19625,1,2,1
39972,5870,2000,1176,4,000000001111,9046,1,1,1
39972,21924,2000,1052,11,111111101111,8092,1,2,32
40008,26312,2000,86,1,010000000000,663,1,1,14
40008,26783,2000,185,3,011001000000,1422,1,1,14
40242,6497,2000,3191,9,000111111111,31912,1,1,13
40252,28642,2000,66,7,111011010001,505,1,1,32
41089,4192,2000,3189,1,000000000001,24532,1,3,1
41471,1528,2000,759,7,000010111111,7592,1,1,36
41668,6832,2000,336,1,001000000000,2586,1,2,17
41668,10755,2000,1391,3,000001000011,10703,1,2,36
41887,269,2000,167,5,000000111011,1287,1,1,1
41964,7991,2000,9063,11,111111011111,69718,1,1,1
42239,10842,2000,38,2,110000000000,294,1,1,1
42363,12904,2000,5931,12,111111111111,45623,1,1,1
42572,17939,2000,3062,11,011111111111,23550,1,1,1
42584,23621,2000,638,2,000001001000,6378,1,2,1
42613,,2000,4493,8,,34563,2,3,-9
42623,,2000,1561,2,,12006,2,3,-9
42635,26217,2000,714,1,000000001000,5494,1,5,36
42741,,2000,6199,3,,47685,2,1,-9
43002,9285,2000,26,2,001100000000,199,1,3,32
43312,28065,2000,10,1,000010000000,98,1,1,36
43507,2803,2000,638,1,000000001000,4906,1,4,13
43522,14383,2000,147,1,000000000001,1472,1,2,1
43602,,2000,1501,4,,11545,2,3,-9
43815,13222,2000,1570,8,001011101111,12073,1,3,14
44005,23612,2000,2570,10,011111011111,19772,1,2,32
44184,27548,2000,5,2,000000000011,36,1,2,32
44339,5714,2000,3825,12,111111111111,29420,1,1,1
44754,21924,2000,85,1,000000000001,652,1,2,32
44807,18898,2000,64,1,000000001000,493,1,3,14
44998,26505,2000,322,1,000000000001,2479,1,1,2
45180,29599,2000,337,1,000010000000,3367,1,4,1
45309,13334,2000,17,1,010000000000,170,1,3,36
45539,,2000,1701,6,,13082,2,1,-9
45749,28456,2000,2249,5,000010101110,18886,1,3,1
45987,16096,2000,1074,7,000001111111,8263,1,1,13
46177,16353,2000,126,1,000000000001,969,1,2,13
46192,24947,2000,814,4,000111000000,6265,1,1,1
46225,10666,2000,351,2,011000000000,2697,1,2,1
46322,10676,2000,254,5,111110000000,1955,1,2,34
46354,12470,2000,638,1,000100000000,4906,1,1,1
46409,28642,2000,75,6,011011010001,580,1,1,32
46433,25822,2000,589,1,000000000001,5888,1,3,1
46532,4027,2000,2964,7,100000111111,22804,1,1,20
46532,23791,2000,420,1,010000000000,3234,1,1,17
46557,,2000,1420,3,,10925,2,1,-9
46615,9934,2000,9686,2,000100100000,74505,1,1,1
47122,1265,2000,1596,9,000111111111,12276,1,3,1
47349,8508,2000,122,4,000000110011,942,1,2,36
47799,20817,2000,167,1,000000000001,1287,1,1,1
47938,21180,2000,454,4,110010100000,3492,1,3,36
47965,18998,2000,1009,3,111000000000,7759,1,1,15
47965,21279,2000,46,2,000100000001,354,1,1,13
48086,7020,2000,1516,3,111000000000,11660,1,3,1
48149,18682,2000,3285,3,010010100000,25267,1,1,1
48253,16661,2000,567,6,001111110000,4362,1,1,34
48365,6567,2000,180,3,000100100100,1386,1,2,36
48460,,2000,2189,3,,16840,2,2,-9
48695,29807,2000,205,1,100000000000,1573,1,1,17
49073,29895,2000,233,1,010000000000,1796,1,5,36
49288,13326,2000,2944,1,000000000010,29438,1,2,1
49288,27842,2000,2453,1,000000000100,24532,1,2,1
49509,28203,2000,3,1,000000000001,20,1,2,32
49547,,2000,2425,3,,18656,2,1,-9
49549,9285,2000,9,2,001100000000,72,1,3,32
49681,26405,2000,10640,11,111111111110,81846,1,1,1
49813,13222,2000,57,1,001000000000,441,1,3,14
49869,11314,2000,2050,3,000101000100,15772,1,1,14
50034,13736,2000,1614,10,111111111100,12419,1,2,36
50140,17037,2000,2869,12,011111111111,22073,1,3,13
50396,,2000,2148,5,,16527,2,2,-9
50516,16872,2000,7195,11,011111111111,55348,1,2,1
50993,15407,2000,3196,5,010000110101,24583,1,2,1
51426,,2000,2411,3,,18549,2,2,-9
51644,12893,2000,2190,11,011111111111,16844,1,2,13
51759,,2000,1911,12,,14703,2,2,-9
51961,4796,2000,3189,5,000010110101,24532,1,1,1
52021,26145,2000,5311,9,000111111111,40856,1,1,1
52439,4923,2000,39,3,111000000000,393,1,2,14
52439,11742,2000,7,1,000100000000,67,1,2,1
52439,23404,2000,287,4,111010000000,2205,1,2,36
52757,13335,2000,1684,11,111011111111,12955,1,2,17
53653,16168,2000,128,3,000000000111,981,1,3,36
53653,25074,2000,245,10,001111111111,1887,1,3,36
53997,,2000,1582,3,,12169,2,3,-9
54127,2476,2000,9,1,000100000000,68,1,2,24
54184,27717,2000,3779,2,000000000011,29073,1,2,1
54528,4547,2000,7192,7,111011110000,71922,1,1,1
54559,25215,2000,1472,9,111000111111,14719,1,3,36
54717,29830,2000,638,1,000000000001,4906,1,3,1
54837,,2000,633,3,,4871,2,2,-9
54851,30678,2000,86,1,000000000001,862,1,1,26
54931,19001,2000,730,8,110111111000,5617,1,2,35
55633,5881,2000,638,3,000100000110,4910,1,2,1
55633,28301,2000,1913,3,000100100010,14719,1,2,1
55753,22248,2000,633,4,000101001010,4871,1,3,35
55803,25151,2000,383,3,111000000000,3827,1,2,1
55839,7639,2000,6067,11,011111111111,46668,1,3,18
56474,342,2000,712,2,000001000001,5474,1,2,1
56495,28629,2000,9686,1,000100000000,74505,1,1,1
56508,,2000,413,2,,3174,2,4,-9
56688,600,2000,104,1,000001000000,799,1,3,36
56747,24167,2000,4415,12,111111111111,33959,1,1,1
56751,,2000,1909,7,,14687,2,1,-9
56804,12317,2000,353,4,000000001111,2717,1,3,13
56981,18310,2000,37,1,001000000000,372,1,2,32
57095,,2000,552,2,,4243,2,3,-9
57098,2635,2000,7592,7,111111100000,58399,1,2,1
57344,23235,2000,577,5,000010010010,4438,1,3,20
57601,2965,2000,2838,2,010000000001,21834,1,2,1
57623,27337,2000,128,1,010000000000,1276,1,3,1
58090,4320,2000,1811,5,000000101111,13928,1,2,13
58193,22964,2000,625,1,000000000001,6254,1,2,36
58466,17122,2000,163,3,000110001000,1251,1,3,36
58607,11456,2000,54,1,000000000001,413,1,1,14
59037,13193,2000,830,5,001001110100,8299,1,3,1
59302,28065,2000,13,1,000010000000,134,1,1,36
59313,27098,2000,184,3,000000101001,1414,1,1,20
59412,16164,2000,491,1,000000000001,4906,1,1,1
59472,18310,2000,27,2,000011000000,269,1,2,32
59737,25879,2000,1154,5,000010101011,11543,1,2,14
59737,27303,2000,39,1,000000001000,387,1,2,14
59817,,2000,1144,1,,8800,2,2,-9
59997,3106,2000,92,8,000111110111,919,1,1,32
60263,3106,2000,5,1,000010000000,52,1,1,32
60574,3090,2000,746,10,111111001111,5741,1,1,26
60577,20930,2000,2014,12,111111111111,15494,1,5,1
60780,24726,2000,1515,9,001111111110,11656,1,2,36
61165,15179,2000,2051,3,111000000000,15780,1,3,1
61172,,2000,6248,11,,48062,2,1,-9
61387,3733,2000,806,3,000100010001,8062,1,2,17
61654,10975,2000,75,2,101000000000,576,1,1,1
62016,13021,2000,79,1,010000000000,785,1,1,35
62250,10225,2000,7721,1,000001000000,59393,1,2,1
62413,,2000,686,3,,5276,2,2,-9
62592,3932,2000,736,1,000010000000,7360,1,2,1
62613,1132,2000,3336,3,000000100101,33363,1,1,1
62729,26281,2000,2,1,100000000000,16,1,3,3
62891,8215,2000,8,1,000000000001,77,1,2,1
62924,13019,2000,294,1,100000000000,2264,1,1,36
63205,17491,2000,3,1,000010000000,20,1,4,36
63439,11150,2000,176,1,000000000001,1351,1,1,36
63826,14782,2000,393,2,000001000001,3925,1,2,36
63826,15273,2000,589,1,000000000100,5888,1,2,1
63840,9849,2000,1582,11,111111101111,12172,1,1,36
63881,7288,2000,447,1,001000000000,3436,1,3,13
64113,,2000,133,2,,1025,2,3,-9
64243,30014,2000,227,2,000000000110,1744,1,1,36
64535,12888,2000,493,4,111100000000,3794,1,1,14
64608,23989,2000,294,1,001000000000,2944,1,3,1
64728,19239,2000,9687,8,001011111110,74513,1,1,1
64838,10789,2000,114,1,000100000000,878,1,5,36
65063,,2000,5510,2,,42381,2,1,-9
65071,,2000,4099,3,,31532,2,2,-9
65435,6031,2000,12,1,000001000000,119,1,1,1
65593,27910,2000,186,2,000000001100,1434,1,2,1
65785,18694,2000,227,1,001000000000,1748,1,1,14
65793,3787,2000,1469,4,000000010111,11302,1,1,13
65793,8328,2000,2488,12,111111111111,19137,1,1,34
65807,18674,2000,324,1,000000000001,3238,1,5,36
65807,22736,2000,1826,12,111111111111,18259,1,5,36
65969,,2000,492,6,,3782,2,3,-9
66251,4087,2000,149,1,000000100000,1144,1,5,14
66544,14384,2000,1731,15,000111111111,13313,1,2,36
66544,15780,2000,663,3,111000000000,5097,1,2,14
66893,15154,2000,3827,1,000000000001,29438,1,3,36
66955,30969,2000,9686,2,000000101000,74509,1,1,1
67324,26675,2000,9686,3,000001000110,74505,1,1,1
67584,2103,2000,185,1,000000010000,1422,1,3,1
67584,6769,2000,84,1,010000000000,648,1,3,1
67584,13615,2000,1595,1,000000000001,12268,1,3,1
67603,20886,2000,12,2,001000100000,91,1,1,32
67609,26282,2000,3830,12,111111111111,29462,1,3,1
67760,23429,2000,9349,4,111100000000,71919,1,1,1
68268,,2000,8,1,,60,2,1,-9
68270,10508,2000,1472,1,000000000001,14719,1,1,1
68270,24475,2000,958,1,000000000100,9575,1,1,1
68270,25286,2000,2208,1,000000001000,22079,1,1,1
68346,13235,2000,483,4,000000000111,3718,1,1,36
68506,,2000,1451,7,,11159,2,4,-9
68514,11159,2000,152,5,000000011111,1524,1,2,36
68541,3863,2000,516,2,000000001001,5159,1,5,1
68541,9811,2000,2748,2,100010000000,27475,1,5,1
68541,14879,2000,775,9,011111011011,7747,1,5,36
68541,30340,2000,1040,4,001000001001,10404,1,5,36
68687,24131,2000,486,5,111110000000,3738,1,2,36
69111,22022,2000,4592,6,001010101110,35326,1,2,1
69467,,2000,305,3,,2348,2,2,-9
70000,13390,2000,40,1,000000000100,310,1,1,36
70103,15862,2000,2390,12,111111111111,23902,1,2,1
70155,27256,2000,950,11,111111101111,7306,1,1,36
70381,3656,2000,2455,12,111111101101,18886,1,1,14
70381,24967,2000,338,3,111000000000,2602,1,1,35
70381,28997,2000,1081,9,000111111111,8319,1,1,36
70448,,2000,572,3,,4398,2,1,-9
70466,30887,2000,3987,5,010001010101,30670,1,1,1
70723,,2000,219,2,,1684,2,4,-9
71269,29897,2000,504,4,000101001001,3877,1,1,36
71296,2225,2000,500,1,100000000000,3846,1,1,1
71296,23280,2000,2551,2,000000001001,19625,1,1,1
71436,8861,2000,192,1,000000000100,1474,1,1,36
71436,25238,2000,9350,10,111111111100,71926,1,2,13
71452,12989,2000,1021,1,000000000001,7850,1,1,1
71499,23668,2000,981,2,000000100001,9813,1,2,1
71645,3444,2000,125,4,001100100001,965,1,3,14
71863,2638,2000,231,5,000010110110,1780,1,3,14
71863,28222,2000,140,1,010000000000,1081,1,4,14
72197,,2000,4444,3,,34181,2,1,-9
72684,,2000,3679,7,,28302,2,3,-9
72727,23747,2000,1939,4,010100100100,14918,1,1,1
73145,5742,2000,338,1,001000000000,3383,1,3,1
73145,26391,2000,288,1,000000010000,2882,1,5,1
73145,26421,2000,297,2,000000100001,2975,1,2,1
73270,11967,2000,1268,10,011111111100,12210,1,1,5
73277,24890,2000,1881,2,000100100000,14473,1,3,13
73360,28386,2000,421,1,000000000001,3238,1,4,13
73487,1648,2000,3830,9,000111111111,29459,1,1,13
73644,18203,2000,27,1,000000000001,269,1,4,1
73941,9850,2000,1698,7,011110111000,13062,1,5,1
73960,15722,2000,947,3,001000000101,7282,1,2,1
73997,14966,2000,181,4,001111000000,1390,1,1,3
74010,,2000,2562,8,,19705,2,1,-9
74146,24056,2000,3434,3,001010001000,34344,1,3,1
74147,12273,2000,830,4,110000001000,6388,1,4,14
74453,4968,2000,1717,2,000000001010,17172,1,2,1
74550,18539,2000,917,8,001111111001,7056,1,3,1
74852,13754,2000,304,1,000000000001,3042,1,5,1
75000,17240,2000,343,3,101100000000,2635,1,1,1
75089,3970,2000,13,1,000000000100,99,1,3,14
75641,272,2000,671,9,000111111111,5165,1,3,32
75683,1331,2000,2337,12,111111111111,23375,1,1,1
75935,21499,2000,9686,7,111111100000,74509,1,1,1
76274,17082,2000,1495,11,111111111110,11501,1,3,1
76285,25244,2000,297,6,000111100011,2284,1,4,35
76980,1694,2000,1263,3,000000000111,9717,1,1,36
77148,28207,2000,8393,4,000000011110,64561,1,1,1
77207,17057,2000,116,2,000000100100,890,1,2,13
77232,,2000,170,2,,1311,2,2,-9
77238,20061,2000,98,1,000000000001,981,1,2,1
77431,19401,2000,9686,1,000000000001,74505,1,1,1
77464,754,2000,771,1,000000001000,7706,1,2,1
77464,12019,2000,2522,11,011111111111,25224,1,2,1
77688,617,2000,958,3,000000000111,7365,1,1,1
77796,3813,2000,66,1,100000000000,505,1,1,36
78495,26276,2000,9064,1,000000000001,69722,1,2,1
78599,,2000,254,6,,1955,2,5,-9
78641,5816,2000,2355,2,000001000001,23550,1,1,13
78641,8263,2000,6,2,000000100001,60,1,1,34
78641,24932,2000,9,2,000000010001,88,1,1,1
78641,30397,2000,16,2,000010000001,160,1,1,1
78657,26242,2000,3238,2,000000100001,24909,1,2,1
78691,3599,2000,589,6,010101010101,5888,1,2,1
78768,14936,2000,128,1,000000000001,981,1,3,35
78814,24917,2000,99,2,000000000011,763,1,4,36
78913,9832,2000,1915,12,111111111111,14731,1,2,1
78985,10454,2000,618,7,011111110000,6177,1,1,29
79024,2222,2000,1160,7,000111110110,8927,1,3,17
79102,30296,2000,720,2,000100100000,5538,1,2,13
79358,25044,2000,7721,1,000000000001,59393,1,1,36
79505,24170,2000,196,1,000000000001,1963,1,2,1
79617,12962,2000,6,1,000001000000,48,1,1,36
79828,12447,2000,2603,7,011111110000,26029,1,2,1
79828,16953,2000,4847,8,011111111000,48475,1,2,1
79908,28599,2000,600,4,011110000000,4616,1,1,1
79923,18330,2000,1913,1,000000000001,14719,1,1,1
80073,10755,2000,204,1,000000001000,1569,1,2,36
80079,1228,2000,6331,12,101111111111,63312,1,1,14
80335,17219,2000,1198,8,000110111111,11977,1,2,1
80591,7481,2000,913,1,100000000000,7020,1,4,14
80591,30548,2000,562,2,000000000110,4662,1,4,5
80980,,2000,911,3,,7008,2,5,-9
81002,,2000,210,1,,1617,2,2,-9
81079,1750,2000,3827,1,010000000000,29438,1,3,1
81097,27548,2000,5,1,100000000000,36,1,2,32
81370,,2000,494,2,,3798,2,1,-9
81418,9285,2000,4,1,001000000000,32,1,3,32
81539,28258,2000,57,1,000000010000,437,1,1,36
