id_individual,employer_id,contribution_year,contribution,num_contribution,mm_contribution,compensation,cont_type,work_area,activity_code
10790,28823,2002,60,1,000000000100,600,1,4,36
10936,8513,2002,1549,1,000000000001,15490,1,5,1
10948,16210,2002,140,1,000001000000,1000,1,1,3
11041,30748,2002,749,9,000111111111,5350,1,2,36
11053,,2002,375,7,,2775,2,4,-9
11054,3480,2002,429,6,000000111111,3064,1,4,8
11054,6286,2002,55,1,000000000001,393,1,4,8
11204,7227,2002,217,2,000110000000,1550,1,1,1
11302,23893,2002,987,10,111111100111,7050,1,4,36
11353,18186,2002,5832,12,111111111111,41657,1,2,1
11660,12322,2002,176,2,001100000000,1257,1,2,36
12265,19396,2002,959,8,011111100110,6850,1,1,27
12303,30121,2002,1171,6,001111101000,8364,1,1,26
12399,29863,2002,1360,9,001011111111,13600,1,3,36
13194,11388,2002,52,1,000000000010,520,1,2,1
13205,1452,2002,7000,1,000000000001,50000,1,1,6
13347,20226,2002,1240,8,000111101111,12400,1,3,1
13761,23060,2002,2584,4,001001001001,25840,1,1,1
13844,4350,2002,1663,11,011111111111,11879,1,3,19
13911,30545,2002,13,1,000000000001,93,1,1,36
13932,21177,2002,4188,12,111111111111,41880,1,2,6
13998,22106,2002,15,1,100000000000,107,1,3,36
14231,3628,2002,4060,2,000000001001,29000,1,1,1
14231,24441,2002,4060,2,000000001001,29000,1,1,1
14273,22025,2002,9,2,100001000000,64,1,3,36
14453,4161,2002,1166,4,000110000101,8329,1,3,3
14842,14644,2002,45,1,000000010000,321,1,4,36
14913,8713,2002,2058,5,000000011111,14700,1,3,26
14931,6961,2002,7812,11,011111111111,55800,1,3,1
15058,11122,2002,104,4,111100000000,1040,1,1,14
15202,20979,2002,259,2,000000000011,1850,1,5,36
15252,8274,2002,234,1,000000001000,2340,1,3,14
15463,2786,2002,2500,2,000000100010,25000,1,2,1
15486,3895,2002,517,1,000000100000,5170,1,1,36
15595,17527,2002,530,11,101111111111,3786,1,2,36
15758,6098,2002,338,7,011111110000,3380,1,3,36
15837,182,2002,450,1,000000000001,4500,1,2,1
15900,26647,2002,1972,11,111011111111,14086,1,2,36
15996,25827,2002,651,3,011100000000,6510,1,2,1
16035,10285,2002,857,12,111111111111,6121,1,3,36
16098,18610,2002,1240,4,011110000000,12400,1,1,25
16209,24496,2002,1912,8,011111111000,13657,1,3,1
16253,6715,2002,461,12,111111111111,3293,1,2,36
16356,7788,2002,130,1,000000000001,929,1,1,36
16764,20845,2002,1084,1,001000000000,7743,1,2,1
16767,19268,2002,269,5,011100100100,2690,1,3,1
16771,8411,2002,493,6,101110000011,3521,1,3,14
16986,6090,2002,851,5,000000011111,6079,1,2,36
17499,7289,2002,1820,4,001001001001,13000,1,1,1
17741,21328,2002,1353,11,011111111111,9664,1,3,5
17741,30667,2002,181,1,000001000000,1293,1,3,9
17848,18081,2002,266,1,000000100000,1900,1,2,8
17864,18805,2002,2300,2,000000100001,23000,1,1,1
17909,,2002,199,2,,1471,2,1,-9
17966,4486,2002,1508,1,000000000001,15080,1,1,1
18004,3965,2002,780,2,100100000000,5571,1,1,14
18020,13902,2002,1787,6,110101010100,12764,1,3,5
18048,25749,2002,243,1,000000100000,1736,1,1,14
18048,26484,2002,488,7,011111100001,3486,1,1,36
18078,3895,2002,459,3,000000000111,3279,1,1,36
18182,13859,2002,1543,8,000011111111,11021,1,2,1
18224,26066,2002,186,8,011111100110,1329,1,2,6
18438,,2002,88,1,,652,2,1,-9
18546,28601,2002,1282,2,000000000110,9157,1,3,1
18613,6551,2002,4200,1,000000000010,30000,1,1,1
18671,30819,2002,4372,11,011111111111,31229,1,3,1
19181,3358,2002,447,2,000001000001,3193,1,2,14
19283,20725,2002,73,1,001000000000,730,1,2,1
19497,21603,2002,174,2,110000000000,1243,1,1,27
19512,29546,2002,120,1,000100000000,1200,1,3,1
19848,25432,2002,1213,8,000011111111,8664,1,1,9
19878,7417,2002,19,1,000000000100,136,1,1,26
20204,28340,2002,395,5,000001100111,2821,1,1,19
20383,20043,2002,112,1,000010000000,800,1,4,9
20409,12532,2002,2450,7,000001111111,17500,1,4,1
20611,15369,2002,57,2,000000000011,407,1,5,14
20695,30010,2002,1207,9,111111000111,8621,1,1,22
21039,14705,2002,1914,7,000011111101,13671,1,3,36
21180,6090,2002,4614,11,011111111111,32957,1,2,36
21524,4258,2002,35,3,000011100000,350,1,2,36
21524,7887,2002,110,1,000000000010,786,1,2,36
21524,23796,2002,26,1,010000000000,186,1,2,36
21524,28820,2002,81,6,011111100000,579,1,2,14
21533,12384,2002,11,1,000000001000,79,1,1,36
21535,,2002,1642,3,,11728,2,3,-9
21536,8911,2002,1187,11,011111111111,8479,1,3,36
21564,6159,2002,980,1,000000000010,7000,1,2,1
21695,1611,2002,958,3,000000100101,9580,1,2,1
21695,28583,2002,598,1,000000000001,5980,1,2,1
22004,25945,2002,560,4,001000101001,5600,1,2,1
22012,9403,2002,1413,12,111111111111,10093,1,3,36
22150,28642,2002,82,8,110111100101,817,1,1,36
22492,19408,2002,227,1,000000100000,1621,1,2,36
22529,12573,2002,1,1,100000000000,7,1,2,3
22602,,2002,1647,10,,11762,2,3,-9
22613,19435,2002,786,6,111111000000,5614,1,1,19
22625,26519,2002,183,6,011011010100,1307,1,1,26
22633,2836,2002,2064,12,111111111111,20640,1,1,1
22706,6470,2002,815,3,000011100000,8150,1,1,6
22859,27858,2002,4872,12,111111111111,34800,1,2,1
22966,25826,2002,829,11,011111111111,8290,1,3,36
23300,7303,2002,728,8,111111110000,5200,1,2,36
23300,22009,2002,1050,1,000000000001,7500,1,2,16
23347,8914,2002,390,3,000001001001,2786,1,3,36
23457,8207,2002,337,3,000010101000,2407,1,1,36
23714,24635,2002,1032,7,010000111111,10320,1,3,1
23799,11003,2002,5712,12,111111111111,40800,1,2,1
24028,19844,2002,1615,3,010110000000,11536,1,3,19
24252,17305,2002,54,1,000000000001,386,1,2,36
24285,3312,2002,2232,9,000111111111,15943,1,3,1
24642,28026,2002,868,1,000000000001,6200,1,1,1
24915,14353,2002,76,1,001000000000,543,1,1,9
24944,14793,2002,100,4,110110000000,714,1,1,26
25389,5435,2002,3426,4,000000001111,24471,1,1,8
25389,30450,2002,5824,8,111111110000,41600,1,1,6
25863,15028,2002,524,1,100000000000,5240,1,1,6
25863,15712,2002,310,1,000100000000,3100,1,1,6
25974,19767,2002,1340,2,000000010001,9571,1,1,15
26335,5627,2002,62,1,000000000001,443,1,4,36
26446,21918,2002,196,4,000000111100,1400,1,1,7
26491,16732,2002,5225,11,111111111101,37321,1,1,1
26501,22206,2002,5170,10,011111111101,36929,1,3,36
26502,19793,2002,171,1,000000010000,1221,1,2,6
26531,30026,2002,1600,2,000010001000,16000,1,2,1
26947,25972,2002,7628,4,000000001111,76280,1,2,1
27284,20132,2002,1364,4,000100100011,9743,1,1,1
27427,30548,2002,1212,12,111111111111,12120,1,4,5
27950,16923,2002,10990,6,111111000000,78500,1,2,6
28094,13900,2002,100,1,000000000010,1000,1,2,1
28149,,2002,759,1,,5421,2,2,-9
28225,,2002,243,2,,1734,2,4,-9
28394,,2002,1388,7,,9914,2,1,-9
28591,3619,2002,138,3,000100001001,1380,1,5,1
28716,11277,2002,1053,9,011111110110,7521,1,3,1
28731,,2002,5705,6,,40750,2,3,-9
28908,24895,2002,1464,12,111111111111,14640,1,1,36
29189,30595,2002,189,3,000000000111,1350,1,1,26
29189,,2002,1416,2,,10114,2,1,-9
29200,27160,2002,1378,2,000001000001,13780,1,2,1
29383,,2002,2701,1,,19293,2,1,-9
29797,29271,2002,2892,12,111111111111,28920,1,1,1
29837,11845,2002,1753,12,111111111111,12521,1,2,27
30117,12649,2002,907,7,000001111111,6479,1,4,1
30189,19231,2002,719,4,000000001111,5136,1,1,27
30258,25261,2002,707,7,011111110000,5050,1,3,36
30473,,2002,6005,3,,42893,2,2,-9
30500,19325,2002,364,2,000011000000,2600,1,3,1
30514,4184,2002,936,4,111000010000,6686,1,1,6
30522,2904,2002,152,3,011100000000,1520,1,1,36
30533,,2002,683,6,,4878,2,1,-9
30851,9403,2002,684,9,000111111111,4886,1,3,36
31230,17004,2002,26,2,001000000010,260,1,1,4
31241,537,2002,3195,12,111111111111,22821,1,1,1
31313,19093,2002,1993,10,001111111111,19930,1,2,1
31390,8144,2002,42,1,000100000000,420,1,3,14
31521,5671,2002,318,3,000000010101,2271,1,3,36
31708,3106,2002,1017,11,111111101111,7264,1,1,18
31977,30424,2002,860,11,011111111111,6143,1,3,1
32240,26367,2002,6941,1,000000000001,49579,1,4,1
32423,30296,2002,1355,5,001100110100,9679,1,2,5
32469,28643,2002,217,2,000001100000,1550,1,3,19
32894,4575,2002,155,1,000000000001,1550,1,3,1
32895,14970,2002,240,1,000000000001,1714,1,3,36
33080,11930,2002,4338,4,000100100101,30986,1,1,1
33240,24848,2002,1644,12,011111111111,16440,1,2,1
33244,6010,2002,1910,7,110101010101,13643,1,2,36
33294,25516,2002,2328,12,111111111111,23280,1,1,1
33785,14005,2002,2220,11,011111111111,15857,1,3,1
33997,15994,2002,1890,8,000011111111,13500,1,3,1
34139,11772,2002,10990,2,110000000000,78500,1,3,6
34254,8078,2002,181,1,100000000000,1293,1,1,6
34269,20307,2002,112,1,000000000001,800,1,3,36
34300,14432,2002,300,1,000000000001,3000,1,2,1
34325,22230,2002,1345,7,000001111111,9607,1,1,9
34501,10592,2002,2232,12,111111111111,22320,1,1,1
34539,27548,2002,206,10,001111111111,1471,1,2,18
34841,7492,2002,970,2,000000110000,9700,1,2,1
34908,11497,2002,108,2,000000000110,771,1,2,36
35031,20414,2002,2647,12,111111111111,18907,1,2,1
35104,29072,2002,168,3,000000000111,1200,1,3,36
35262,1257,2002,6508,4,000100100101,46486,1,2,1
35307,,2002,1897,4,,13552,2,1,-9
35367,23106,2002,770,2,000001000001,7700,1,1,1
35410,24259,2002,99,1,000000000001,707,1,3,36
35750,29553,2002,1424,8,010011111110,10171,1,1,36
35786,6497,2002,4628,12,111111111111,46280,1,1,19
35977,26878,2002,648,2,001000100000,4629,1,4,36
36107,3719,2002,331,4,000000111100,2364,1,2,36
36119,5490,2002,1173,11,011111111111,8379,1,3,27
36195,12685,2002,1714,12,111111111111,12243,1,3,36
36276,17198,2002,912,12,111111111111,6514,1,1,36
36364,22180,2002,224,8,000111110111,1600,1,1,36
36465,22478,2002,784,4,000000001111,5600,1,2,1
36749,21505,2002,2533,12,111111111111,25330,1,2,36
36772,11554,2002,51,1,010000000000,364,1,2,36
36975,,2002,2109,3,,15622,2,1,-9
37214,28369,2002,8400,1,000000000001,60000,1,2,1
37315,4707,2002,54,1,000000010000,386,1,2,36
37732,16137,2002,175,4,000001111000,1250,1,2,36
37738,3314,2002,1200,12,111111111111,12000,1,1,1
37740,16809,2002,1465,12,111111111111,10464,1,1,36
37988,9957,2002,336,2,000000000011,2400,1,2,36
38343,3316,2002,415,5,000000011111,2964,1,1,26
38353,511,2002,1100,7,000001111111,7857,1,1,36
38407,861,2002,840,1,000000010000,6000,1,3,1
38530,11967,2002,1542,11,011111111111,11014,1,1,9
38693,16308,2002,1291,8,011111000111,9221,1,3,36
38787,,2002,1737,10,,12869,2,1,-9
38818,,2002,8077,2,,57691,2,1,-9
38863,1250,2002,3925,2,100100000000,39250,1,2,1
38863,7459,2002,11,1,000000000001,110,1,2,1
38863,8412,2002,72,1,000000001000,720,1,2,4
38863,12165,2002,2063,1,000000000001,20630,1,2,1
38863,20524,2002,2221,2,000001000001,22210,1,2,1
38863,20639,2002,10,1,000000000001,100,1,2,1
38863,21916,2002,91,1,000000000001,910,1,2,1
38863,23839,2002,23,1,000000000001,230,1,2,1
38863,27921,2002,10,1,000001000000,100,1,2,1
39009,10227,2002,544,6,000000111111,3886,1,3,9
39071,,2002,3603,3,,25736,2,1,-9
39269,28241,2002,1291,1,000000000001,12910,1,1,1
39276,6048,2002,1148,11,111111111101,8200,1,1,14
39360,2990,2002,364,1,000000000001,2600,1,3,1
39360,29762,2002,9073,2,000000000101,64807,1,3,1
39523,28990,2002,509,7,000001111111,3636,1,3,36
39565,19337,2002,2004,12,111111111111,20040,1,2,1
39602,22323,2002,24,1,000001000000,240,1,2,26
39648,9707,2002,2892,2,000001000001,20657,1,2,1
39771,14793,2002,113,5,110111000000,807,1,1,26
39972,21924,2002,21,3,111000000000,150,1,2,36
40008,2274,2002,645,5,000111000011,4607,1,1,8
40146,18778,2002,2147,2,000000100001,15336,1,5,36
40191,18929,2002,642,5,000000011111,4586,1,1,36
40242,6497,2002,4662,12,111111111111,46620,1,1,19
40252,28642,2002,129,9,110111101101,921,1,1,36
40468,10047,2002,739,5,011111000000,5279,1,1,36
40468,17357,2002,185,1,000000000010,1321,1,1,36
40478,18198,2002,777,8,000111101111,5550,1,5,23
40661,22635,2002,1974,1,000000000001,14100,1,4,1
40839,,2002,170,1,,1259,2,2,-9
40932,29065,2002,4510,8,000011111111,32214,1,2,1
40952,21925,2002,2856,3,000100010001,20400,1,2,1
41142,21924,2002,5,1,100000000000,36,1,2,36
41471,1528,2002,2281,12,111111111111,22810,1,1,36
41575,19676,2002,167,2,000010001000,1670,1,1,36
41668,5019,2002,174,1,000000000001,1243,1,1,5
41964,7991,2002,7979,10,110111101111,56993,1,1,1
42014,9120,2002,54,2,000000110000,386,1,1,36
42220,29566,2002,1425,6,000001111101,10179,1,1,23
42363,12904,2002,7812,12,111111111111,55800,1,1,1
42572,17939,2002,3468,12,111111111111,24771,1,1,1
42613,,2002,5505,13,,39322,2,3,-9
42741,,2002,6497,3,,46407,2,1,-9
42759,3136,2002,1050,1,000000000001,7500,1,3,12
42759,10351,2002,2462,9,001111111110,17586,1,3,36
42834,21978,2002,721,4,000000011110,5150,1,2,36
43032,11803,2002,1953,11,011111111111,13950,1,3,1
43348,11535,2002,563,1,000000100000,4021,1,2,36
43351,23982,2002,350,6,000001101111,2500,1,3,36
43575,20662,2002,910,1,000000000001,6500,1,2,1
43602,,2002,1927,7,,13762,2,3,-9
43619,7592,2002,1033,1,000000000001,10330,1,1,1
43752,17544,2002,1821,8,111011111000,13007,1,1,9
43765,7628,2002,138,3,000000000111,986,1,5,36
43815,2638,2002,360,6,010000111011,2571,1,3,14
43900,272,2002,300,11,011111111111,2143,1,3,18
44005,23612,2002,115,3,011010000000,821,1,2,36
44086,4819,2002,606,6,001010101011,4329,1,3,36
44339,5714,2002,4624,12,111111111111,33029,1,1,36
44384,,2002,77,2,,573,2,1,-9
44466,27548,2002,2,1,000010000000,14,1,2,18
44947,14699,2002,336,2,000000000011,3360,1,4,14
44986,9538,2002,3316,12,111111111111,23686,1,1,6
45152,2688,2002,784,12,111111111111,5600,1,3,14
45180,29599,2002,1180,1,000000000001,11800,1,4,1
45258,11497,2002,26,1,001000000000,186,1,2,36
45494,,2002,520,2,,3711,2,2,-9
45507,17610,2002,420,1,000000000001,3000,1,2,36
45539,,2002,2146,2,,15329,2,1,-9
45672,2615,2002,1377,11,111101111111,9836,1,4,36
45749,28456,2002,4332,12,111111111111,30943,1,3,1
45987,16096,2002,2250,11,111111101111,16071,1,1,36
46177,16353,2002,1024,7,111111100000,7314,1,2,36
46354,15946,2002,1808,1,000000010000,12914,1,1,19
46532,23791,2002,2185,4,111100000000,15607,1,1,6
46557,,2002,2064,3,,14746,2,1,-9
46634,610,2002,923,11,111111111110,6593,1,3,19
46868,23674,2002,2323,10,001111111111,23230,1,3,36
47004,24693,2002,2340,12,111111111111,16714,1,4,1
47050,13815,2002,1500,1,000000000001,15000,1,1,1
47122,1265,2002,1810,10,001111111111,12929,1,3,1
47279,14818,2002,948,7,111010001101,6771,1,1,19
47349,4414,2002,60,2,000100100000,429,1,2,10
47349,8508,2002,815,10,011111101111,5821,1,2,14
47500,29344,2002,15,1,000000000010,107,1,1,36
47528,,2002,107,1,,764,2,1,-9
47554,22100,2002,571,11,011111111111,4079,1,1,10
47799,20817,2002,1101,6,111001101000,7864,1,1,36
47938,8760,2002,2188,3,000000101001,15629,1,5,1
47938,26015,2002,235,1,000000000001,1679,1,4,6
47999,6478,2002,1549,1,000000000001,15490,1,2,8
48002,30548,2002,1476,5,010101010100,10543,1,4,5
48086,14428,2002,6493,11,011111111111,46379,1,3,1
48141,15069,2002,1562,3,001000100010,11157,1,1,14
48460,,2002,2260,3,,16143,2,2,-9
48466,,2002,62,1,,443,2,1,-9
49288,13326,2002,3099,1,000000000010,30990,1,2,1
49288,27842,2002,3099,1,000000000100,30990,1,2,1
49623,11496,2002,458,7,111111100000,3271,1,4,26
49681,26405,2002,6621,12,111111111111,47293,1,1,36
49803,16377,2002,208,7,000001111111,1486,1,2,36
49927,9988,2002,6740,12,111111111111,67400,1,1,6
50059,10124,2002,930,5,000011010101,9300,1,2,1
50396,,2002,3418,7,,24417,2,2,-9
50401,,2002,43,1,,307,2,2,-9
50516,8196,2002,168,1,000000000001,1680,1,2,6
50516,8789,2002,532,4,011110000000,3800,1,2,36
50624,,2002,2318,1,,16557,2,1,-9
50993,15407,2002,5155,10,011111011111,36821,1,2,1
51102,13851,2002,367,1,000000000010,2621,1,2,19
51228,30859,2002,834,4,000000001111,5957,1,1,36
51426,,2002,3262,6,,23300,2,2,-9
51759,,2002,1308,7,,9340,2,2,-9
51961,4796,2002,9627,12,111111111111,68764,1,1,36
52018,17692,2002,1714,8,000111111110,12243,1,3,6
52021,20049,2002,6650,10,001111111111,47500,1,1,1
52377,20673,2002,98,2,000000000110,700,1,2,36
52439,11174,2002,3028,12,111111111111,30280,1,2,6
52692,14908,2002,1721,8,111100001111,12293,1,3,1
52717,11929,2002,736,8,000111111110,7360,1,1,1
52810,20201,2002,333,1,000000100000,3330,1,3,26
52980,1085,2002,127,1,000000010000,907,1,3,14
53364,16739,2002,248,4,000000010111,2480,1,2,36
53407,23282,2002,1017,12,111111111111,7264,1,2,14
53420,24408,2002,1036,8,011100111101,7400,1,4,18
53555,25158,2002,342,2,000000000011,2443,1,2,36
53653,16168,2002,585,11,011111111111,4179,1,3,36
53653,25074,2002,81,4,111100000000,579,1,3,36
53997,,2002,965,3,,6889,2,3,-9
54184,27717,2002,3052,1,000000000001,21800,1,2,1
54446,9960,2002,1977,12,111111111111,19770,1,4,6
54559,25215,2002,3720,12,111111111111,37200,1,3,1
54597,30417,2002,224,2,000000000011,1600,1,3,1
54657,4633,2002,963,1,000000000001,6879,1,2,1
54739,16121,2002,1400,2,000000000011,10000,1,2,1
54837,,2002,806,3,,5755,2,2,-9
54851,30678,2002,615,11,111111111011,6150,1,1,26
55342,,2002,10,1,,71,2,2,-9
55508,29761,2002,61,3,000000000111,436,1,2,1
55522,24777,2002,955,6,001111110000,6821,1,4,26
55633,5881,2002,840,3,000100000110,6000,1,2,1
55633,28301,2002,2100,3,000100000110,15000,1,2,1
55753,22248,2002,590,4,011110000000,4214,1,3,23
55839,7639,2002,7376,12,111111111111,52686,1,3,36
55971,30064,2002,133,1,000100000000,950,1,3,36
56074,15444,2002,3096,12,111111111111,30960,1,1,1
56474,342,2002,140,1,001000000000,1400,1,2,1
56495,28629,2002,10991,2,000100010000,78507,1,1,1
56520,25113,2002,910,12,111111111111,6500,1,2,36
56627,12181,2002,218,9,011111111100,1557,1,5,36
56643,25520,2002,45,1,000000000100,321,1,1,19
56644,13050,2002,756,11,011111111111,7560,1,2,1
56747,24167,2002,1084,3,011000000001,7743,1,1,1
56751,,2002,1500,3,,10717,2,1,-9
56795,14950,2002,181,10,011111011111,1810,1,2,36
56804,12317,2002,1336,12,111111111111,9543,1,3,36
57041,14950,2002,288,10,011111011111,2880,1,2,36
57095,,2002,1144,2,,8171,2,3,-9
57098,2635,2002,8185,7,111010110001,58464,1,2,1
57330,,2002,5070,6,,36214,2,2,-9
57505,12533,2002,462,6,101111010000,4620,1,1,36
57601,2965,2002,2531,11,111011111111,18079,1,2,1
57623,3570,2002,1089,10,111111100111,10890,1,3,23
58193,22964,2002,676,4,111100000000,6760,1,2,30
58198,13282,2002,1548,12,111111111111,15480,1,2,6
58450,30821,2002,57,1,000000100000,407,1,2,26
58611,437,2002,4989,2,000000001001,35636,1,1,1
58719,16377,2002,8,2,100000100000,80,1,2,36
58729,22064,2002,545,1,000000000100,3893,1,2,14
58768,19942,2002,96,6,000001111110,686,1,4,19
58884,,2002,1530,1,,10929,2,3,-9
59037,13193,2002,2185,10,111111110110,21850,1,3,1
59170,6028,2002,413,1,100000000000,4130,1,3,1
59220,,2002,387,2,,2766,2,1,-9
59302,5632,2002,22,1,000000000001,220,1,1,36
59313,1846,2002,172,1,000000100000,1229,1,1,14
59507,12354,2002,3000,10,001111111111,30000,1,2,1
59713,11596,2002,98,1,000000000001,700,1,3,36
59799,30232,2002,394,11,011111111111,2814,1,2,36
59997,3106,2002,215,11,111111101111,2150,1,1,18
60235,9937,2002,630,4,000000001111,4500,1,1,14
60267,2298,2002,941,1,000000000010,6721,1,2,19
60469,26076,2002,124,2,000000000011,886,1,2,1
60469,30321,2002,2058,8,011111111000,14700,1,2,26
60574,3090,2002,1048,9,011111110011,7486,1,1,6
60577,20930,2002,72,1,000100000000,514,1,5,1
60753,15155,2002,145,1,000000010000,1036,1,5,14
60777,14480,2002,53,1,000000100000,379,1,2,1
60780,24726,2002,3504,11,011111111111,25029,1,2,1
60895,22560,2002,1864,10,011111111110,13314,1,1,36
61070,11718,2002,370,3,000001001001,2643,1,4,23
61165,15179,2002,4983,9,111011110101,35593,1,3,1
61172,,2002,5573,3,,39808,2,1,-9
61346,13861,2002,416,1,000000001000,2971,1,2,36
61714,12526,2002,133,1,000001000000,1330,1,1,1
61723,5748,2002,1116,11,111111111110,7971,1,2,10
62015,3572,2002,369,3,000000011100,2636,1,4,19
62016,13021,2002,1350,7,000000111111,13500,1,1,36
62230,4896,2002,1000,6,000000111111,7143,1,2,22
62413,,2002,1138,4,,8430,2,2,-9
62437,15069,2002,390,4,011000101000,3900,1,1,14
62592,3932,2002,775,1,000000010000,7750,1,2,1
62592,7145,2002,1952,2,000000000101,19520,1,2,1
62613,1132,2002,2519,12,111111111111,17993,1,1,1
62886,1922,2002,931,2,000000100100,9310,1,5,14
63247,,2002,1047,6,,7759,2,2,-9
63304,10944,2002,1456,8,000011111111,10400,1,2,9
63378,6304,2002,3360,12,111111111111,33600,1,1,6
63423,16315,2002,1049,10,111101110111,7493,1,3,1
63826,4566,2002,776,4,000100100101,7760,1,2,1
63826,14782,2002,200,1,000000000001,2000,1,2,1
63826,15273,2002,620,1,000000100000,6200,1,2,1
63840,9849,2002,664,4,111100000000,4743,1,1,36
64155,14113,2002,122,1,000000000100,871,1,2,36
64275,2082,2002,548,10,001111111111,4963,1,1,36
65061,17674,2002,9667,12,111111111111,69050,1,1,1
65063,,2002,5518,7,,40874,2,1,-9
65071,,2002,7308,3,,52200,2,2,-9
65089,17701,2002,46,3,110100000000,329,1,2,36
65240,15486,2002,1189,4,000010111000,9544,1,2,23
65240,20895,2002,300,1,000000000001,2143,1,2,23
65777,12088,2002,263,2,000001010000,1879,1,2,14
65777,27126,2002,132,1,000000100000,943,1,2,36
65783,15594,2002,1240,8,000011111111,12400,1,3,1
65807,18674,2002,457,2,010000000001,4570,1,5,19
65807,22736,2002,1920,12,111111111111,19200,1,5,36
65910,7777,2002,92,1,000000000010,657,1,1,36
65923,12456,2002,125,2,000000000011,893,1,1,36
