id_individual,employer_id,contribution_year,contribution,num_contribution,mm_contribution,compensation,cont_type,work_area,activity_code
4496,4235,2004,2070,9,111111110001,11629,1,4,1
4499,3180,2004,10,1,100000000000,56,1,2,36
4528,10269,2004,170,7,100000111111,955,1,4,36
4632,24584,2004,2682,10,011111111110,15067,1,1,36
4714,8324,2004,750,1,000000000001,5000,1,2,1
4761,,2004,298,2,,1722,2,1,-9
4967,1593,2004,812,7,111111100000,4562,1,1,36
4995,2646,2004,9,1,000000010000,51,1,2,36
5122,14373,2004,256,2,001100000000,1707,1,1,18
5434,6013,2004,1013,12,111111111111,5691,1,1,26
5795,30318,2004,445,5,111110000000,2500,1,1,9
5935,3245,2004,1958,11,111111111110,11000,1,1,36
5943,,2004,955,2,,5363,2,3,-9
6136,17373,2004,6278,11,011111111111,35270,1,3,1
6361,11202,2004,1575,5,001101001001,15750,1,2,4
6361,20774,2004,1005,11,011111111111,10050,1,2,1
6545,7974,2004,1154,12,111111111111,6483,1,5,36
6624,11673,2004,542,2,001001000000,5420,1,1,36
6626,13381,2004,968,7,011111110000,5438,1,2,1
6626,,2004,119,1,,669,2,2,-9
6749,16170,2004,867,12,111111111111,8670,1,2,36
6830,23867,2004,781,5,000000011111,5207,1,1,36
7022,14402,2004,5943,1,000000000100,33388,1,3,36
7188,11000,2004,5340,4,000100100101,30000,1,2,1
8145,29917,2004,758,10,011111111110,4258,1,1,1
8453,3283,2004,9021,2,000000000001,49999,1,1,1
8551,10202,2004,2453,11,111111110111,13781,1,1,1
8567,4994,2004,1440,12,111111111111,14400,1,4,1
8618,14388,2004,1500,1,000000000001,10000,1,1,1
8664,594,2004,760,5,011111000000,4270,1,3,36
9115,23753,2004,1417,10,111111101110,7961,1,4,12
9195,,2004,2956,3,,16607,2,3,-9
9343,13731,2004,864,3,001000010010,4854,1,3,36
9480,11341,2004,260,2,000110000000,1461,1,3,36
9614,2021,2004,109,1,000010000000,1090,1,1,1
9619,8978,2004,7268,4,000000101000,38995,1,1,1
9679,,2004,1415,6,,7950,2,3,-9
9902,26646,2004,2670,10,010111111111,15000,1,1,1
9962,,2004,966,1,,5427,2,2,-9
9997,15969,2004,313,3,000000000111,2429,1,1,1
9997,30714,2004,54,1,010000000000,540,1,1,4
10067,22023,2004,851,1,000000000100,4781,1,1,1
10110,5790,2004,253,1,001000000000,2530,1,2,1
10110,16136,2004,6000,11,011111111111,40000,1,2,1
10110,16317,2004,165,2,010000000001,1100,1,2,1
10110,19334,2004,2813,2,010000000010,18753,1,2,1
10110,20188,2004,165,2,010000000001,1100,1,2,1
10233,8068,2004,172,12,111111111111,1720,1,3,14
10357,28550,2004,3127,2,000100000010,17567,1,2,1
10700,3828,2004,260,2,000001100000,1461,1,4,36
10702,359,2004,148,1,100000000000,831,1,4,25
10777,10441,2004,2626,12,111111111111,14753,1,1,36
11053,,2004,754,5,,4358,2,4,-9
11054,28861,2004,498,4,010000000111,2798,1,4,36
11159,,2004,3516,1,,20324,2,2,-9
11302,23893,2004,1790,12,111111111111,10056,1,4,36
11316,9403,2004,48,1,100000000000,270,1,3,36
11327,,2004,267,1,,1500,2,5,-9
11353,18186,2004,8366,13,111111111111,46516,1,2,1
11599,29754,2004,1470,10,001111111111,8258,1,1,1
12253,29986,2004,1728,10,011111111110,9708,1,1,36
12315,21845,2004,274,2,000000000110,1539,1,4,6
12551,2497,2004,2807,7,011111110000,15770,1,3,36
12661,23056,2004,14,1,000010000000,79,1,1,36
12864,27958,2004,3463,12,111111111111,34630,1,1,1
13110,29813,2004,760,8,011111111000,4270,1,3,36
13205,1452,2004,10901,2,000000000100,59999,1,1,1
13266,6360,2004,8,1,000000001000,53,1,1,4
13347,20226,2004,1860,12,111111111111,18600,1,3,1
13390,12110,2004,600,8,011111000111,3371,1,3,36
13442,1990,2004,432,8,111111110000,2427,1,2,36
13761,23060,2004,5018,4,001001001001,50180,1,1,1
13888,2669,2004,446,2,110000000000,2506,1,1,36
14231,3628,2004,5340,4,000000110011,30000,1,1,1
14231,24441,2004,7705,5,000010010011,42999,1,1,1
14589,12241,2004,376,2,000000000011,2112,1,4,6
14662,22166,2004,637,5,001111100000,3579,1,2,36
14913,8713,2004,5346,12,111111111111,30034,1,3,36
14931,6961,2004,9286,12,011111111111,55761,1,3,1
15144,7953,2004,600,9,011111100111,4000,1,2,1
15211,7311,2004,738,2,010100000000,4146,1,3,36
15260,24805,2004,104,2,000000100100,1040,1,2,4
15331,12327,2004,87,1,000000000100,870,1,5,1
15378,20912,2004,65,1,000000000100,365,1,4,27
15379,9343,2004,462,4,111100000000,2596,1,2,26
15441,,2004,1778,3,,9989,2,3,-9
15463,2786,2004,3541,1,000000010000,35410,1,2,1
15465,26851,2004,288,5,000111110000,1618,1,1,36
15595,17527,2004,310,4,011010000100,1742,1,2,36
15837,182,2004,231,2,001010000000,2310,1,2,1
16266,19512,2004,190,2,000000011000,1067,1,2,36
16764,20845,2004,1322,1,000010000000,7427,1,2,1
16767,19268,2004,330,8,011110100111,2200,1,3,1
16771,8411,2004,63,2,110000000000,354,1,3,14
16842,3280,2004,41,1,000000000001,230,1,1,27
17039,8825,2004,88,1,010000000000,494,1,4,36
17144,20374,2004,485,6,011111100000,2725,1,2,36
17233,957,2004,85,1,000000000001,478,1,1,6
17233,7900,2004,40,1,000100000000,400,1,1,36
17288,11708,2004,14,1,000000000010,93,1,1,14
17499,7289,2004,2316,4,001001001001,13011,1,1,6
17741,21328,2004,1884,12,111111111111,10584,1,3,5
17909,,2004,578,2,,3339,2,1,-9
17966,4486,2004,2092,1,000000000001,11753,1,1,36
18004,1309,2004,1780,1,001000000000,10000,1,1,1
18020,1599,2004,1872,3,010000010001,10517,1,2,36
18048,22177,2004,1173,2,000000110000,6590,1,1,14
18078,3895,2004,1100,5,111110000000,6180,1,1,36
18079,1599,2004,313,1,000000000001,1758,1,2,5
18079,,2004,1292,1,,7258,2,2,-9
18224,2092,2004,38,3,001001000001,213,1,2,23
18438,,2004,820,3,,4740,2,1,-9
18546,,2004,2752,5,,15461,2,3,-9
18588,21858,2004,55,6,011111100000,550,1,2,14
18613,6551,2004,5340,1,000000000010,30000,1,1,1
18679,5653,2004,27,1,000000100000,152,1,2,27
19025,21411,2004,160,1,000010000000,899,1,1,14
19040,7736,2004,728,7,111111100000,4090,1,4,36
19162,22683,2004,624,4,000001111000,3506,1,5,36
19512,29546,2004,647,4,000101100100,4313,1,3,1
19683,,2004,1302,3,,7315,2,4,-9
19848,4790,2004,471,2,110000000000,2646,1,1,1
19848,,2004,31,1,,174,2,1,-9
19865,25396,2004,305,3,000000001110,1713,1,3,36
19878,7417,2004,157,4,001110100000,882,1,1,26
19878,29269,2004,25,1,000000001000,140,1,1,26
19941,9078,2004,1571,3,000000101010,8826,1,2,5
20003,29269,2004,52,1,000000000100,292,1,1,26
20377,28467,2004,1120,4,110110000000,6292,1,3,3
20409,12532,2004,4895,11,110111111111,27500,1,4,1
20611,15369,2004,1193,7,111111100000,6702,1,5,36
20695,30010,2004,1429,7,111110000011,8028,1,1,22
20821,,2004,1579,2,,9129,2,2,-9
21180,6090,2004,4366,9,000111111111,24528,1,2,36
21185,16297,2004,236,3,000000111000,1326,1,4,36
21535,,2004,1654,11,,9294,2,3,-9
21695,28583,2004,616,1,001000000000,6160,1,2,1
21960,16102,2004,44,1,000000000001,440,1,1,14
22012,9403,2004,178,4,110101000000,1000,1,3,36
22012,24330,2004,218,2,000110000000,1225,1,3,15
22122,20332,2004,175,4,000011010001,983,1,5,23
22257,11967,2004,126,1,000000001000,840,1,1,5
22424,13570,2004,39,1,001000000000,219,1,4,14
22435,28076,2004,659,7,000001111111,3702,1,5,36
22492,19408,2004,152,1,000000000001,854,1,2,36
22602,,2004,3515,10,,19747,2,3,-9
22613,,2004,762,3,,4403,2,1,-9
22633,2836,2004,2068,12,111111111111,20680,1,1,1
22712,26138,2004,53,2,001100000000,298,1,1,36
22859,27858,2004,6080,12,111111111111,34157,1,2,1
22868,10688,2004,56,2,101000000000,315,1,4,6
22966,25826,2004,1447,10,011111111110,9647,1,3,36
23309,20428,2004,142,1,000000000001,798,1,5,36
23457,8207,2004,1130,5,000011111000,6348,1,1,36
23497,20417,2004,143,4,100001110000,803,1,5,36
23516,11035,2004,1364,4,011110000000,7663,1,1,1
23748,20559,2004,137,2,000000100001,1113,1,4,8
23799,11003,2004,11592,13,111111111111,63675,1,2,1
24004,12283,2004,1350,3,000000000111,7584,1,5,36
24028,19844,2004,1945,3,001011000000,10927,1,3,36
24113,615,2004,172,1,000000000001,966,1,4,36
24113,12385,2004,62,1,000100000000,348,1,4,6
24252,17305,2004,102,2,011000000000,573,1,2,36
24285,9424,2004,1351,3,000000000111,7590,1,2,8
24285,29333,2004,476,2,011000000000,4760,1,2,6
24401,27740,2004,754,11,011101111111,7080,1,2,1
24642,4940,2004,9397,4,000100001001,51999,1,3,1
24642,28026,2004,1246,1,000000000001,7000,1,1,1
24642,29547,2004,1068,2,001000000001,6000,1,3,36
24685,19620,2004,1121,4,000000101011,6298,1,1,1
24768,,2004,3663,1,,20579,2,3,-9
24858,5100,2004,71,1,000000000100,399,1,1,36
25063,16024,2004,97,1,000000100000,545,1,1,27
25389,5435,2004,7839,9,010111111100,43121,1,1,6
25504,9107,2004,933,7,111010111000,5242,1,3,27
25532,17709,2004,62,1,000001000000,348,1,2,36
25588,16908,2004,80,1,100000000000,449,1,3,36
25596,17292,2004,123,6,000000111111,691,1,1,18
25833,3895,2004,177,1,000100000000,994,1,1,36
25833,,2004,2068,1,,11618,2,1,-9
25863,15712,2004,532,1,010000000000,3547,1,1,8
25870,,2004,3286,6,,18461,2,5,-9
25974,19767,2004,68,1,010000000000,382,1,1,1
26335,815,2004,214,1,100000000000,2140,1,4,1
26335,9471,2004,249,1,100000000000,2490,1,4,1
26421,673,2004,387,3,011100000000,2174,1,2,36
26491,16732,2004,4952,12,111111111111,27820,1,1,1
26501,22206,2004,1130,4,000000110101,11300,1,3,36
26502,15686,2004,300,3,000000000111,1685,1,2,36
26502,19793,2004,165,1,000010000000,927,1,2,8
26505,6891,2004,166,3,000000000111,933,1,3,36
27235,5808,2004,2160,9,111111111000,12135,1,3,36
27284,20132,2004,1454,12,111111111111,8169,1,1,36
27415,24102,2004,8240,6,001111110000,82400,1,2,1
27545,25750,2004,218,1,000000100000,1453,1,1,36
27591,,2004,1945,7,,10927,2,1,-9
27821,11994,2004,1007,12,111111111111,5657,1,1,1
27950,16923,2004,15114,7,111111000000,82409,1,2,1
28001,19081,2004,5100,2,000001000010,51000,1,1,1
28074,,2004,2891,3,,16242,2,1,-9
28149,,2004,1629,3,,9149,2,2,-9
28225,,2004,181,3,,1017,2,4,-9
28394,,2004,1331,6,,7475,2,1,-9
28440,,2004,471,1,,2646,2,1,-9
28589,17590,2004,1680,12,111111111111,16800,1,5,1
28591,3619,2004,98,2,000000010001,980,1,5,1
28633,17642,2004,912,12,111111111111,5124,1,3,36
28675,24487,2004,1359,12,111111111111,13590,1,3,1
28731,,2004,6474,5,,36371,2,3,-9
28881,11778,2004,5940,12,111111111111,39600,1,1,36
28908,24895,2004,2328,12,111111111111,15520,1,1,36
29200,27160,2004,1436,2,000000100001,14360,1,2,1
29738,28352,2004,824,12,111111111111,5493,1,2,36
29797,29271,2004,4564,12,111111111111,30427,1,1,1
29859,1016,2004,190,1,000000000001,1067,1,2,36
30005,26990,2004,22,1,000000000001,220,1,2,36
30413,,2004,1754,7,,9853,2,4,-9
30433,24206,2004,6000,12,111111111111,60000,1,1,1
30473,,2004,10939,7,,61453,2,2,-9
30500,2245,2004,2358,11,011111111111,13247,1,3,6
30533,,2004,375,1,,2107,2,1,-9
30746,7417,2004,7,1,001000000000,39,1,1,26
30746,29269,2004,51,2,000000001001,287,1,1,26
30850,8937,2004,320,2,000000010001,1798,1,1,27
30851,9403,2004,660,12,111111111111,3708,1,3,36
31155,11697,2004,475,5,111110000000,2669,1,1,36
31155,21379,2004,1625,7,000001111111,16250,1,3,36
31230,17004,2004,20,3,000101001000,200,1,1,31
31241,537,2004,4481,12,111111111111,25174,1,1,1
31313,19093,2004,109,2,001000000100,1090,1,2,1
31628,30896,2004,1892,5,111110000000,10629,1,3,36
31813,7147,2004,754,2,011000000000,4236,1,2,36
31977,30424,2004,624,11,011111111111,6240,1,3,1
32001,19727,2004,480,5,000000011111,2697,1,1,36
32017,10113,2004,870,3,000000000111,4888,1,1,27
32240,26367,2004,2670,1,000000000001,15000,1,4,36
32423,30296,2004,287,1,010000000000,1612,1,2,36
32469,28951,2004,255,8,111111110000,1433,1,3,1
32789,11706,2004,94,2,001001000000,528,1,1,1
32846,715,2004,1176,12,111111111111,11760,1,4,1
33080,11930,2004,11824,5,000100100101,64909,1,1,1
33240,24848,2004,1644,11,011111111111,16440,1,2,1
33260,19354,2004,39,1,000010000000,219,1,3,1
33294,25516,2004,2640,12,111111111111,26400,1,1,36
33323,26138,2004,180,2,000000000011,1011,1,1,36
33785,14005,2004,2820,11,011111111111,15843,1,3,1
33997,15994,2004,4984,11,011111111111,28000,1,3,1
34139,4892,2004,2475,7,011111001010,24750,1,3,1
34139,21496,2004,1740,2,000000001100,11600,1,1,8
34269,23670,2004,80,1,010000000000,449,1,3,36
34325,26063,2004,682,8,000011111111,3831,1,1,36
35031,26827,2004,2003,9,011111111100,11253,1,2,36
35104,15842,2004,213,3,000010001001,1197,1,3,36
35245,14719,2004,112,3,011100000000,629,1,2,36
35262,1257,2004,8604,5,001001001001,46504,1,2,1
35262,29666,2004,4272,12,111111111111,24000,1,2,1
35307,,2004,3111,13,,17475,2,1,-9
35318,6010,2004,216,1,001000000000,2160,1,2,36
35367,23106,2004,1156,2,000001000001,7707,1,1,1
35440,20218,2004,1278,3,111000000000,7180,1,1,9
35750,29553,2004,904,4,111100000000,5079,1,1,36
35775,11512,2004,359,4,110011000000,2017,1,1,26
35786,6497,2004,3497,12,111111111111,34970,1,1,1
36036,13489,2004,51,1,000000000001,287,1,2,36
36107,3719,2004,750,5,000011101100,4213,1,2,36
36119,5490,2004,128,1,010000000000,719,1,3,27
36185,9887,2004,452,2,000010000100,2539,1,4,36
36195,12685,2004,1741,12,111111111111,9781,1,3,36
36206,18898,2004,559,1,010000000000,3140,1,3,14
36502,13957,2004,250,6,000011101110,1404,1,3,14
36749,17085,2004,712,3,000000000111,7120,1,2,1
36749,21505,2004,1962,9,111111111000,19620,1,2,1
36809,3655,2004,89,1,100000000000,500,1,4,26
36927,16734,2004,162,3,000000001110,910,1,3,36
36975,,2004,3395,3,,19412,2,1,-9
37163,12932,2004,862,3,000100000101,4843,1,4,23
37435,25654,2004,335,2,110000000000,1882,1,3,4
37485,21328,2004,628,2,000000000011,3528,1,3,36
37663,9403,2004,349,3,000000000111,1961,1,3,36
37738,3314,2004,1100,11,011111111111,11000,1,1,1
37922,16287,2004,1595,6,111111000000,8961,1,4,1
37988,9957,2004,1420,10,011111111110,7978,1,2,36
38343,3316,2004,391,5,100001111000,2197,1,1,26
38353,511,2004,2268,9,000111111111,12742,1,1,3
38530,11967,2004,1727,11,111111111110,9702,1,1,5
38530,20900,2004,1131,3,000001010001,6354,1,3,6
38554,5235,2004,49,1,000000000001,275,1,4,36
38693,2352,2004,1688,7,111111001000,9483,1,3,1
38787,,2004,2427,19,,13885,2,1,-9
38818,,2004,14866,3,,83517,2,1,-9
38863,1250,2004,5337,2,000100001000,53370,1,2,1
38863,8412,2004,81,1,000000001000,810,1,2,4
38863,20524,2004,2515,2,000001000001,25150,1,2,6
38863,20639,2004,15,1,000000000001,150,1,2,1
38863,21011,2004,736,1,000000000001,7360,1,2,1
38863,21719,2004,10,1,000000000010,100,1,2,1
38863,21916,2004,126,1,000000000001,1260,1,2,6
38863,27921,2004,5,1,000010000000,50,1,2,1
38964,5756,2004,1159,6,111111000000,6511,1,1,8
39071,,2004,4992,9,,28047,2,1,-9
39163,11794,2004,583,10,001111111111,3275,1,2,1
39269,28241,2004,1549,1,000000000001,15490,1,1,1
39279,6399,2004,2000,1,000000000001,20000,1,1,1
39360,29762,2004,9651,2,000010000001,52399,1,3,1
39426,28711,2004,496,12,111111111111,2787,1,4,36
39565,19337,2004,3324,12,111111111111,33240,1,2,1
39648,9707,2004,3678,2,000000100010,20663,1,2,1
40008,935,2004,843,1,000001000000,4736,1,1,36
40008,2274,2004,275,2,000110000000,1545,1,1,14
40191,18929,2004,577,3,111000000000,3242,1,1,36
40242,6497,2004,3497,12,111111111111,34970,1,1,1
40289,28891,2004,2790,11,111111101111,15674,1,1,26
40661,22635,2004,3204,11,011111111111,18000,1,4,1
40671,10896,2004,525,1,000000000001,5250,1,1,1
40749,7788,2004,526,1,000000000001,2955,1,1,36
40804,23223,2004,950,10,111111111100,5337,1,3,3
40857,4659,2004,534,6,000000111111,3000,1,1,1
40932,29065,2004,8368,12,011111111111,46525,1,2,1
40952,21925,2004,4995,12,111111111111,28062,1,2,1
40972,3304,2004,1350,9,111111111000,9000,1,2,1
40989,11639,2004,4272,5,000100011110,24000,1,1,1
41102,,2004,204,1,,1146,2,3,-9
41114,12155,2004,282,2,110000000000,1584,1,3,36
41471,1528,2004,2832,12,111111111111,18880,1,1,36
41471,13803,2004,743,4,000000001111,4953,1,1,36
41496,2724,2004,978,3,001110000000,5494,1,3,36
41668,168,2004,1474,11,111011111111,8281,1,2,33
41668,22772,2004,3468,11,111101111111,19483,1,2,36
41773,4976,2004,1823,5,000000111110,10242,1,1,6
41882,13772,2004,1780,1,000000000010,10000,1,2,1
41964,7991,2004,10337,9,000011111111,56999,1,1,1
42190,23422,2004,1620,2,000000000011,16200,1,2,36
42220,29566,2004,2906,10,011111111101,16326,1,1,23
42363,12904,2004,6880,9,000011111111,37611,1,1,1
42420,25281,2004,975,4,000000001111,5478,1,5,36
42572,17939,2004,4416,12,111111111111,24809,1,1,16
42613,,2004,9156,11,,51439,2,3,-9
42623,29860,2004,1001,12,111111111111,5624,1,3,36
42623,30000,2004,141,2,110000000000,792,1,3,36
42741,,2004,6609,2,,37130,2,1,-9
42759,3136,2004,774,10,011111111110,6281,1,3,36
42759,15356,2004,711,9,011110111110,5651,1,3,36
42759,15696,2004,1283,10,011111111110,10398,1,3,36
42834,21978,2004,2808,11,011111111111,15775,1,2,36
43029,,2004,469,4,,2711,2,2,-9
43032,11803,2004,3232,11,011111111111,18157,1,3,36
43507,9887,2004,1629,2,000010000100,8902,1,4,36
43575,20662,2004,2776,2,000001000001,15596,1,2,1
43602,,2004,2499,3,,14250,2,3,-9
43736,28008,2004,2460,11,011111111111,24600,1,1,1
43765,7628,2004,436,7,111110000110,2449,1,5,36
43815,2638,2004,458,7,111110010100,2573,1,3,14
43977,15090,2004,2530,11,011111111111,14213,1,2,1
44339,5714,2004,6624,12,111111111111,37213,1,1,36
44947,14699,2004,457,7,011111001001,4570,1,4,36
44986,9538,2004,3911,10,100111111111,21972,1,1,6
45019,7121,2004,2224,11,011111111111,12494,1,4,36
45152,2688,2004,1107,9,000111111111,6219,1,3,14
45180,29599,2004,1876,12,111111111111,18760,1,4,1
45507,17610,2004,445,1,000000000100,2500,1,2,36
45513,29581,2004,460,5,000111110000,2584,1,1,36
45539,,2004,4494,6,,25249,2,1,-9
45749,28456,2004,3213,6,111110100000,18051,1,3,36
45987,10679,2004,102,1,000000000001,573,1,1,26
46177,25574,2004,211,1,010000000000,1185,1,2,36
46268,28471,2004,9021,2,000000000001,49999,1,1,36
46354,15946,2004,6903,4,100000100001,38733,1,1,1
46532,,2004,3702,1,,20798,2,1,-9
46557,,2004,2360,3,,13256,2,1,-9
46615,8444,2004,2298,1,001000000000,12910,1,1,1
46634,610,2004,477,9,111111111000,2680,1,3,1
46868,6232,2004,5615,6,000000111111,37433,1,3,36
46868,23674,2004,1192,4,111100000000,7947,1,3,6
47050,13815,2004,1336,12,111111111111,13360,1,1,1
47122,1265,2004,2760,12,111111111111,15506,1,3,1
47279,14818,2004,1365,5,011111000000,7669,1,1,36
47349,8508,2004,718,10,111111001111,4034,1,2,14
47528,,2004,11,2,,60,2,1,-9
47938,8760,2004,330,1,000000000001,1854,1,5,36
47938,26015,2004,358,2,010001000000,2011,1,4,6
47965,25078,2004,691,4,000000001111,6910,1,1,36
47999,6478,2004,7500,2,000000100001,50000,1,2,1
48002,30548,2004,1878,6,110101010100,10551,1,4,14
48086,14428,2004,9254,11,011111101111,51237,1,3,1
48145,3805,2004,2720,10,001111111111,15281,1,4,1
48149,18343,2004,3798,1,000000000001,21337,1,1,1
48149,24936,2004,3600,1,000000000010,20225,1,1,36
48345,21774,2004,699,10,110111011111,3927,1,1,36
48460,,2004,2449,3,,13758,2,2,-9
48466,,2004,1285,3,,7217,2,1,-9
48493,28222,2004,700,2,000001000001,7000,1,4,14
48695,30498,2004,502,9,111111111000,2820,1,1,25
48905,21655,2004,395,1,000001000000,2219,1,5,36
49000,,2004,1290,7,,7249,2,5,-9
49035,7578,2004,400,2,000001000001,2247,1,3,36
49141,28575,2004,1780,5,111110000000,10000,1,1,6
49193,14724,2004,71,2,000000000110,399,1,3,11
49201,28356,2004,305,2,000100100000,3050,1,1,36
49201,28499,2004,1068,4,000001111000,6000,1,1,36
49288,13326,2004,3099,1,000000000001,30990,1,2,1
49547,,2004,942,2,,5447,2,1,-9
49623,,2004,1698,3,,9539,2,4,-9
49681,26405,2004,8596,13,111111111111,47738,1,1,36
49735,27663,2004,517,4,000000001111,2904,1,3,36
49927,9988,2004,4023,6,111111000000,26820,1,1,6
49927,16710,2004,3337,6,000000111111,22247,1,1,1
50059,10124,2004,558,3,010101000000,5580,1,2,1
50316,22934,2004,238,1,000000000001,1337,1,2,36
50364,3001,2004,1884,12,111111111111,10584,1,2,36
50396,,2004,3911,13,,21973,2,2,-9
50624,,2004,2394,3,,13450,2,1,-9
50993,15407,2004,8645,12,011111111111,47999,1,2,8
51228,30859,2004,3040,9,111111111000,17079,1,1,36
51426,,2004,3416,4,,19192,2,2,-9
51728,,2004,2926,3,,16441,2,1,-9
51883,18379,2004,521,5,000000011111,2927,1,3,36
51961,4796,2004,5050,12,111111111111,28371,1,1,1
52018,17692,2004,3699,11,011111111111,20781,1,3,36
52021,,2004,826,5,,4641,2,1,-9
52377,8366,2004,996,7,011111110000,5596,1,2,27
52439,11174,2004,1588,9,111111110010,15880,1,2,36
52541,22712,2004,178,2,000110000000,1000,1,5,36
52640,9107,2004,722,7,111010111000,4056,1,3,27
52692,14908,2004,3051,12,111111111111,17140,1,3,1
52717,11929,2004,1588,12,111111111111,15880,1,1,1
52869,25893,2004,59,1,010000000000,331,1,3,27
52879,758,2004,720,8,000011111111,4800,1,1,36
53337,29632,2004,1090,5,100000111010,6124,1,1,36
53345,27355,2004,4875,1,100000000000,32500,1,1,1
53407,23282,2004,882,9,111111000111,4955,1,2,14
53548,18901,2004,179,2,000000000011,1006,1,1,1
53555,25158,2004,518,3,011100000000,2910,1,2,36
53653,16168,2004,881,12,111111111111,4949,1,3,36
53794,8707,2004,500,10,111111111100,2809,1,1,36
53997,,2004,1862,3,,10463,2,3,-9
54184,27717,2004,2670,1,000000000001,15000,1,2,1
54446,9960,2004,208,8,000011111111,2080,1,4,6
54528,,2004,382,1,,2146,2,1,-9
54559,25215,2004,5580,12,111111111111,37200,1,3,36
54657,4633,2004,5414,5,001011000101,30416,1,2,1
54717,12785,2004,73,1,000000000001,388,1,2,1
54739,16121,2004,9698,10,111001111111,64653,1,2,12
54821,19883,2004,249,1,000001000000,1399,1,3,27
54837,,2004,1112,2,,6245,2,2,-9
54851,30678,2004,197,4,001100010010,1970,1,1,26
54943,29605,2004,719,5,000001111100,4039,1,2,36
55342,,2004,1822,2,,10235,2,2,-9
55508,29761,2004,11,2,000000010010,110,1,2,36
55547,5840,2004,40,1,000000001000,225,1,2,8
55547,29402,2004,37,1,000000010000,208,1,2,36
55605,7865,2004,930,10,111111111100,5225,1,4,27
55633,5881,2004,1424,2,000000100010,8000,1,2,1
55633,6087,2004,768,7,000001111111,4315,1,2,1
55633,28301,2004,178,1,000000000010,1000,1,2,1
55807,11681,2004,230,1,000000010000,1292,1,1,14
55812,6976,2004,4061,11,111111111011,26206,1,2,1
55839,7639,2004,2304,2,000000100001,12944,1,3,1
55988,16324,2004,120,1,000000100000,1200,1,2,8
56074,15444,2004,2838,11,111111111011,28380,1,1,1
56098,24879,2004,312,11,011111111111,3120,1,2,1
56430,28493,2004,215,1,000000000001,1208,1,2,36
56466,2638,2004,541,8,111111011000,3039,1,3,14
56495,28629,2004,15113,3,000000000101,82403,1,1,1
56520,25113,2004,2204,11,111111111101,12382,1,2,36
56644,13050,2004,1008,11,011111111111,10080,1,2,1
56644,14137,2004,10,1,000000000010,100,1,2,1
56658,25885,2004,1828,2,110000000000,10270,1,2,5
56747,24167,2004,5284,9,011110011111,29685,1,1,1
56751,,2004,1552,4,,8720,2,1,-9
56795,14950,2004,23,2,011000000000,230,1,2,36
56804,12317,2004,1113,6,011100000111,6253,1,3,36
57098,2635,2004,11340,7,011011110000,61794,1,2,1
57330,,2004,2466,7,,13856,2,2,-9
57398,4540,2004,1209,11,011111111111,8060,1,2,36
57399,9007,2004,1606,10,111011101111,9022,1,2,36
57505,12533,2004,545,6,011111010000,5450,1,1,6
57505,15535,2004,1175,4,000000001111,11750,1,1,1
57601,2965,2004,3312,11,011111111111,18607,1,2,1
57623,3570,2004,990,10,011111111110,9900,1,3,23
58185,26788,2004,1346,7,111111100000,7510,1,4,36
58358,28829,2004,226,4,000010101100,1270,1,1,27
