id_individual,contribution,cont_type,contribution_year,work_area,compensation
62250,3124.4296875,1,1997,2,31244.296875
62402,0.7999997139,1,1997,1,8
62413,802.05957031,2,1997,2,8020.5976563
62613,5495.0976563,1,1997,1,54951
62729,37.289978027,1,1997,3,372.89990234
62886,252.02990723,2,1997,5,2520.2988281
62891,6.8699989319,1,1997,2,68.699951172
63064,51.649993896,1,1997,5,516.5
63246,981.26953125,1,1997,2,9812.6953125
63661,2206.2792969,1,1997,1,22062.796875
63670,1.5,1,1997,1,15
63763,40.739990234,1,1997,2,407.39990234
63779,39.809997559,1,1997,1,398.09985352
63826,186.43994141,1,1997,2,1864.3994141
63840,1047.6591797,1,1997,1,10476.59375
64044,189.12988281,1,1997,1,1891.2998047
64113,776.5,2,1997,3,7765
64142,654.84960938,1,1997,3,6548.5
64152,199.34997559,1,1997,2,1993.5
64237,12.38999939,1,1997,1,123.89996338
64608,122.65997314,1,1997,3,1226.5996094
64728,7083.0976563,1,1997,1,70831
65063,4305.3867188,3,1997,1,43053.875
65071,1250.3398438,2,1997,2,12503.398438
65606,3621.7382813,1,1997,4,36217.375
65785,488.35986328,3,1997,1,4883.5976563
65793,569.37988281,1,1997,1,5693.796875
65807,1226.5898438,1,1997,5,12265.898438
66164,29.339996338,1,1997,3,293.39990234
66388,241.67993164,1,1997,3,2416.7988281
66843,1594.5595703,1,1997,1,15945.59375
66955,3263.609375,1,1997,1,32636.09375
67218,16.079986572,1,1997,1,160.79992676
67324,2453.1699219,1,1997,1,24531.6875
67328,1226.5898438,1,1997,4,12265.898438
67525,187.90991211,1,1997,5,1879.0996094
67532,21.259994507,1,1997,2,212.59997559
67584,5887.609375,1,1997,3,58876.09375
67603,14.779998779,1,1997,1,147.79992676
67634,5724.40625,1,1997,1,57244.09375
67720,111.42999268,1,1997,1,1114.2998047
67760,7083.2070313,1,1997,1,70832.0625
67839,296.26977539,1,1997,1,2962.6992188
68257,1590.6894531,1,1997,1,15906.898438
68268,677.64990234,2,1997,1,6776.5
68270,4906.3398438,1,1997,1,49063.375
68514,735.94970703,1,1997,2,7359.5
68541,5182.6367188,1,1997,5,51826.375
68860,156.01989746,1,1997,1,1560.1992188
68945,628.00976563,1,1997,1,6280.0976563
68989,2207.8496094,1,1997,2,22078.5
69111,3753.3496094,1,1997,2,37533.5
69188,44.159973145,1,1997,1,441.59985352
69396,1.1099996567,1,1997,1,11.099998474
69467,432.16992188,2,1997,2,4321.6992188
70063,1268.1591797,1,1997,1,12681.59375
70103,2144.0683594,1,1997,2,21440.6875
70448,16.939987183,2,1997,1,169.39990234
70466,3385.8886719,1,1997,1,33858.875
70723,53.629974365,2,1997,4,536.29980469
71161,2544.0292969,1,1997,2,25440.296875
71269,132.4699707,1,1997,1,1324.6992188
71296,29.439987183,1,1997,3,294.39990234
71436,5892.7695313,1,1997,2,58927.6875
71499,245.31994629,1,1997,2,2453.1992188
71622,640.27978516,1,1997,3,6402.796875
71660,196.76989746,1,1997,1,1967.6992188
71905,4.5499992371,1,1997,3,45.5
72008,1172.359375,1,1997,4,11723.59375
72197,5827.296875,3,1997,1,58273
72201,38.879974365,1,1997,2,388.79980469
72411,1177.5195313,1,1997,1,11775.195313
72452,1471.8994141,1,1997,1,14719
72478,41.319976807,1,1997,2,413.19995117
72684,3697.109375,2,1997,3,36971.09375
72727,981.26953125,1,1997,1,9812.6953125
72842,4.3799972534,1,1997,1,43.799987793
72977,433.81982422,1,1997,3,4338.1992188
73145,1182.4296875,1,1997,3,11824.296875
73202,25.449996948,1,1997,3,254.5
73597,630.36962891,1,1997,3,6303.6992188
73677,53.199981689,1,1997,2,532
73768,617.51953125,1,1997,2,6175.1992188
73781,41.209991455,1,1997,2,412.09985352
73960,294.37988281,1,1997,2,2943.7988281
74010,1172.8896484,2,1997,1,11728.898438
74132,378.63989258,1,1997,2,3786.3984375
74146,3434.4394531,1,1997,3,34344.375
74147,315.17993164,1,1997,4,3151.7988281
74227,186.43994141,1,1997,1,1864.3994141
74619,37.819976807,1,1997,1,378.19995117
74620,1.6099996567,1,1997,1,16.099990845
75230,948.82958984,1,1997,1,9488.296875
75560,15.059997559,1,1997,1,150.59997559
75626,1593.2695313,1,1997,1,15932.695313
75812,86.609985352,1,1997,1,866.09960938
75935,7083.0976563,1,1997,1,70831
76126,80.309997559,1,1997,5,803.09960938
76229,1670.4697266,1,1997,1,16704.6875
76274,1328.5898438,1,1997,3,13285.898438
76732,212.60998535,1,1997,1,2126.0996094
76926,7.3099975586,1,1997,3,73.099975586
77148,6455.7070313,1,1997,1,64557.09375
77431,4906.3398438,1,1997,1,49063.375
77438,5.0599975586,1,1997,1,50.599975586
77464,2560.328125,1,1997,2,25603.296875
77630,882.5,1,1997,1,8825
78322,12.359992981,1,1997,3,123.59997559
78495,5939.25,1,1997,2,59392.5
78636,47.029998779,1,1997,3,470.29980469
78641,1273.9794922,1,1997,1,12739.796875
78657,1103.9296875,1,1997,2,11039.296875
78770,696.52978516,1,1997,1,6965.296875
78985,706.55957031,1,1997,1,7065.5976563
78989,171.7199707,1,1997,5,1717.1992188
79358,7083.0976563,1,1997,1,70831
79699,176.84997559,1,1997,2,1768.5
80060,1001.8696289,1,1997,2,10018.695313
80073,2207.3789063,2,1997,2,22073.796875
80210,4906.4375,1,1997,2,49064.375
80318,374.75,1,1997,1,3747.5
80335,1058.0498047,1,1997,2,10580.5
80438,965.76953125,1,1997,4,9657.6953125
80980,456.02978516,2,1997,5,4560.296875
80984,2729.9882813,2,1997,3,27299.890625
81079,2943.7988281,1,1997,3,29438
81097,10.529998779,1,1997,2,105.29998779
81104,47.889984131,1,1997,2,478.89990234
81157,2.75,1,1997,2,27.5
81370,332.75976563,2,1997,1,3327.5996094
81418,70.229980469,1,1997,3,702.29980469
81516,1949.6191406,1,1997,2,19496.1875
82702,910.68994141,1,1997,2,9106.8984375
82831,27.199996948,1,1997,3,272
83077,1819.1992188,1,1997,5,18192
83104,614.06982422,1,1997,4,6140.6992188
83147,1884.0292969,1,1997,1,18840.296875
83179,58.879974365,1,1997,3,588.79980469
83451,838.97998047,1,1997,2,8389.796875
83585,1226.5898438,1,1997,1,12265.898438
83782,137.37988281,1,1997,1,1373.7998047
84307,290.76977539,1,1997,1,2907.6992188
84460,10.329994202,1,1997,1,103.29998779
84464,960.34960938,1,1997,1,9603.5
84499,201.95996094,1,1997,1,2019.5996094
84606,25.039993286,1,1997,1,250.39990234
84790,1749.8095703,1,1997,1,17498.09375
84801,1177.5195313,1,1997,1,11775.195313
84880,315.08984375,1,1997,1,3150.8984375
84999,280.94995117,1,1997,1,2809.5
85328,1067.1298828,1,1997,3,10671.296875
85521,1177.5195313,1,1997,1,11775.195313
85756,1731.9492188,1,1997,3,17319.5
85943,1177.5195313,1,1997,1,11775.195313
86124,904.35986328,1,1997,4,9043.59375
86150,4415.7070313,1,1997,2,44157.09375
86204,1177.5195313,1,1997,1,11775.195313
86208,757.15966797,1,1997,2,7571.5976563
86596,192.9699707,1,1997,1,1929.6992188
86814,215.87988281,1,1997,2,2158.7988281
86842,2453.1699219,1,1997,1,24531.6875
86986,895.01953125,1,1997,4,8950.1953125
87062,279.65991211,1,1997,1,2796.5996094
87274,331.30981445,1,1997,1,3313.0996094
88099,1736.3291016,1,1997,3,17363.296875
88131,15.479995728,1,1997,1,154.79992676
88588,17.009994507,1,1997,2,170.09997559
88791,189,1,1997,2,1890
88912,956.73974609,1,1997,2,9567.3984375
88971,6.6199989319,1,1997,2,66.199951172
89062,43.179992676,1,1997,2,431.79980469
89070,117.75,1,1997,4,1177.5
89207,8.7999954224,1,1997,1,88
89263,1041.1796875,2,1997,4,10411.796875
89841,151.30993652,1,1997,3,1513.0996094
90034,7.75,1,1997,2,77.5
90503,735.94970703,1,1997,2,7359.5
90607,31.5,1,1997,2,315
90613,845.79980469,2,1997,3,8458
90711,94.979980469,1,1997,1,949.79980469
90937,588.75976563,1,1997,1,5887.5976563
90984,2968.5898438,3,1997,2,29685.890625
91103,413.36987305,2,1997,2,4133.6992188
91270,4542.90625,1,1997,2,45429.09375
91359,2256.9199219,1,1997,3,22569.1875
91672,1260.7294922,1,1997,3,12607.296875
91695,241.51989746,1,1997,1,2415.1992188
92190,206.81994629,1,1997,4,2068.1992188
92332,1333.5595703,1,1997,2,13335.59375
92371,735.94970703,1,1997,1,7359.5
92725,2.9199981689,1,1997,1,29.199996948
92796,220.78991699,1,1997,3,2207.8984375
93039,1.1499996185,1,1997,1,11.5
93198,9290.953125,1,1997,5,92909.5
93225,1662.4697266,1,1997,1,16624.6875
93350,181.52990723,1,1997,1,1815.2998047
93434,7340.9179688,2,1997,3,73409.1875
93480,245.82995605,1,1997,1,2458.2988281
93522,1226.5898438,1,1997,2,12265.898438
93882,19.079986572,1,1997,1,190.79992676
93911,29.439987183,1,1997,2,294.39990234
94128,490.62988281,1,1997,1,4906.296875
94250,3250.0585938,1,1997,2,32500.59375
94346,2454.1992188,1,1997,2,24542
94729,858.60986328,1,1997,3,8586.09375
94764,1010.3295898,1,1997,1,10103.296875
94795,44.039978027,1,1997,1,440.39990234
94935,25.309997559,1,1997,1,253.09997559
94956,735.94970703,1,1997,2,7359.5
95009,11.349998474,1,1997,1,113.5
95159,58.879974365,1,1997,1,588.79980469
95180,1226.5898438,1,1997,1,12265.898438
95304,3.5299987793,1,1997,1,35.299987793
95519,147.18994141,1,1997,3,1471.8994141
95661,2.3799991608,1,1997,2,23.799987793
95770,2207.8496094,1,1997,1,22078.5
96158,36.799987793,1,1997,2,368
96387,945.53955078,1,1997,2,9455.3984375
96463,3140.0585938,1,1997,1,31400.59375
96481,4906.3398438,1,1997,2,49063.375
96489,630.36962891,1,1997,4,6303.6992188
96524,706.50976563,1,1997,1,7065.0976563
96563,241.94995117,1,1997,1,2419.5
96593,32.969970703,1,1997,1,329.69995117
96597,2996.1289063,2,1997,1,29961.296875
96608,122.65997314,1,1997,3,1226.5996094
96921,225.83996582,1,1997,1,2258.3984375
97236,158.9699707,1,1997,1,1589.6992188
97407,0.2399998903,1,1997,3,2.3999996185
98029,245.31994629,1,1997,3,2453.1992188
98075,191.34997559,1,1997,1,1913.5
98479,64.899963379,1,1997,1,649
98589,1736.1992188,1,1997,3,17362
98964,1038.3798828,1,1997,3,10383.796875
99325,490.62988281,1,1997,3,4906.296875
100001,570.11962891,1,1997,3,5701.1992188
100097,13.739997864,1,1997,3,137.39990234
100339,1592.2392578,2,1997,3,15922.398438
100590,3140.0585938,1,1997,1,31400.59375
100987,883.13964844,1,1997,1,8831.3984375
101027,78.5,1,1997,3,785
101203,3.2699985504,1,1997,1,32.699981689
101304,322.26977539,2,1997,1,3222.6992188
101481,0.6599998474,1,1997,1,6.5999984741
101688,1030.3291016,1,1997,1,10303.296875
101856,34.209991455,1,1997,4,342.09985352
102021,3.9799995422,1,1997,3,39.799987793
102209,1471.8994141,1,1997,1,14719
102266,3679.7597656,1,1997,1,36797.59375
102292,132.4699707,1,1997,2,1324.6992188
102455,1472.2890625,1,1997,2,14722.898438
102706,105.2699585,1,1997,4,1052.6992188
102872,378.04980469,1,1997,3,3780.5
102911,883.13964844,1,1997,3,8831.3984375
103613,981.26953125,1,1997,3,9812.6953125
104734,3434.4394531,1,1997,1,34344.375
104769,5974.3085938,1,1997,2,59743.09375
105133,500.95996094,1,1997,3,5009.5976563
105364,1177.5195313,1,1997,4,11775.195313
105580,1059.7695313,1,1997,3,10597.695313
105813,378.50976563,1,1997,1,3785.0996094
105943,978.16992188,2,1997,1,9781.6953125
105991,3151.8691406,1,1997,1,31518.6875
106098,1595.9091797,1,1997,1,15959.09375
106705,34.339996338,1,1997,3,343.39990234
106740,393.63989258,1,1997,1,3936.3984375
106758,5769.859375,1,1997,2,57698.59375
106854,156.93994141,1,1997,3,1569.3994141
107151,88.619995117,1,1997,1,886.19970703
107243,304.25,1,1997,1,3042.5
107733,1.9399995804,1,1997,1,19.399993896
107786,2866.1582031,1,1997,2,28661.59375
107969,1373.7792969,1,1997,1,13737.796875
108213,1.2899999619,1,1997,1,12.899993896
108370,92.959960938,1,1997,3,929.59960938
108526,2.1299991608,1,1997,1,21.299987793
108561,1324.7099609,1,1997,3,13247.09375
108574,105.04998779,1,1997,1,1050.5
108666,19.629989624,1,1997,3,196.29992676
108672,25.409988403,1,1997,2,254.09997559
108748,1260.7294922,1,1997,1,12607.296875
108878,33.629974365,1,1997,1,336.29980469
108932,98.129943848,1,1997,3,981.29980469
109028,1758.8496094,1,1997,2,17588.5
109166,5280.2578125,2,1997,1,52802.59375
109211,2358.96875,1,1997,1,23589.6875
109309,18.079986572,1,1997,1,180.79992676
109730,490.62988281,1,1997,3,4906.296875
110145,722.33984375,1,1997,1,7223.3984375
110146,9.4799957275,1,1997,1,94.799987793
110490,3.9299983978,1,1997,2,39.299987793
110554,2.4499988556,1,1997,1,24.5
110725,6.0999984741,1,1997,1,61
110858,1346.9199219,1,1997,3,13469.195313
111102,52.809997559,1,1997,1,528.09960938
111223,1471.8994141,1,1997,2,14719
111245,16.569992065,1,1997,2,165.69995117
111481,862.47998047,1,1997,3,8624.796875
111584,7083.2070313,1,1997,1,70832.0625
111667,252.88989258,3,1997,3,2528.8984375
111687,245.31994629,1,1997,1,2453.1992188
111742,1471.8994141,1,1997,4,14719
112050,6523.7773438,1,1997,1,65237.78125
112550,116.61999512,1,1997,3,1166.1992188
112562,115.37994385,1,1997,1,1153.7998047
112608,1115.7890625,1,1997,3,11157.898438
112695,1717.2197266,1,1997,3,17172.1875
113131,24.229995728,1,1997,1,242.29992676
113270,0.1999999285,1,1997,2,2
113553,161.30993652,3,1997,1,1613.0996094
113565,907.20996094,2,1997,3,9072.09375
113607,29.779998779,1,1997,2,297.79980469
113971,1958.3193359,2,1997,1,19583.1875
113985,1471.8994141,1,1997,5,14719
114121,1462.859375,1,1997,1,14628.59375
114202,693.64990234,1,1997,1,6936.5
114245,2363.8691406,1,1997,3,23638.6875
114298,49.059997559,1,1997,4,490.59985352
114399,113.82995605,1,1997,1,1138.2998047
114480,2355.0390625,1,1997,1,23550.390625
114907,225.17993164,2,1997,5,2251.7988281
115252,261.25976563,1,1997,3,2612.5996094
115421,4906.3398438,1,1997,2,49063.375
